"Ticker","Date","Mentions","log10Mentions","Sentiment"
"AAPL","2018-10-21",1,0.301029995663981,0.4995
"AAPL","2018-10-22",9,1,0.2503333333
"AAPL","2018-10-23",29,1.47712125471966,0.066362069
"AAPL","2018-10-24",30,1.49136169383427,0.0487166667
"AAPL","2018-10-25",11,1.07918124604762,0.0032727273
"AAPL","2018-10-26",36,1.56820172406699,0.0099527778
"AAPL","2018-10-27",6,0.845098040014257,0.15945
"AAPL","2018-10-28",0,0,0
"AAPL","2018-10-29",43,1.64345267648619,0.1102953488
"AAPL","2018-10-30",26,1.43136376415899,0.1126346154
"AAPL","2018-10-31",49,1.69897000433602,0.1016795918
"AAPL","2018-11-01",139,2.14612803567824,0.0588741007
"AAPL","2018-11-02",118,2.07554696139253,0.0234669492
"AAPL","2018-11-03",20,1.32221929473392,0.1411
"AAPL","2018-11-04",8,0.954242509439325,0.3176
"AAPL","2018-11-05",66,1.82607480270083,0.0056969697
"AAPL","2018-11-06",22,1.36172783601759,0.0477090909
"AAPL","2018-11-07",63,1.80617997398389,0.0170111111
"AAPL","2018-11-08",24,1.39794000867204,0.0316791667
"AAPL","2018-11-09",44,1.65321251377534,0.0063318182
"AAPL","2018-11-10",2,0.477121254719662,0.83765
"AAPL","2018-11-11",6,0.845098040014257,-0.1204
"AAPL","2018-11-12",68,1.83884909073726,-0.0176691176
"AAPL","2018-11-13",49,1.69897000433602,0.0410816327
"AAPL","2018-11-14",94,1.97772360528885,0.0456319149
"AAPL","2018-11-15",36,1.56820172406699,-0.0627
"AAPL","2018-11-16",26,1.43136376415899,0.0898192308
"AAPL","2018-11-17",2,0.477121254719662,-0.13235
"AAPL","2018-11-18",0,0,0
"AAPL","2018-11-19",41,1.6232492903979,0.0131439024
"AAPL","2018-11-20",45,1.66275783168157,0.0767422222
"AAPL","2018-11-21",17,1.25527250510331,-0.1203235294
"AAPL","2018-11-22",0,0,0
"AAPL","2018-11-23",14,1.17609125905568,0.0092428571
"AAPL","2018-11-24",10,1.04139268515822,0.22116
"AAPL","2018-11-25",0,0,0
"AAPL","2018-11-26",28,1.46239799789896,0.0071178571
"AAPL","2018-11-27",22,1.36172783601759,-0.0195
"AAPL","2018-11-28",17,1.25527250510331,0.2536176471
"AAPL","2018-11-29",35,1.55630250076729,-0.0116742857
"AAPL","2018-11-30",65,1.81954393554187,0.0141369231
"AAPL","2018-12-01",22,1.36172783601759,0.0098227273
"AAPL","2018-12-02",21,1.34242268082221,0.1750333333
"AAPL","2018-12-03",78,1.89762709129044,0.0010782051
"AAPL","2018-12-04",31,1.50514997831991,0.0424096774
"AAPL","2018-12-05",4,0.698970004336019,0.48405
"AAPL","2018-12-06",39,1.60205999132796,0.0794717949
"AAPL","2018-12-07",37,1.57978359661681,0.0777756757
"AAPL","2018-12-08",5,0.778151250383644,0.32202
"AAPL","2018-12-09",1,0.301029995663981,-0.5423
"AAPL","2018-12-10",109,2.04139268515822,0.0191908257
"AAPL","2018-12-11",69,1.84509804001426,0.0195971014
"AAPL","2018-12-12",33,1.53147891704226,0.0024333333
"AAPL","2018-12-13",30,1.49136169383427,-0.0237566667
"AAPL","2018-12-14",32,1.51851393987789,0.230353125
"AAPL","2018-12-15",7,0.903089986991944,0.0362
"AAPL","2018-12-16",3,0.602059991327962,-0.0913333333
"AAPL","2018-12-17",24,1.39794000867204,0.0295291667
"AAPL","2018-12-18",10,1.04139268515822,0.09399
"AAPL","2018-12-19",14,1.17609125905568,0.0618642857
"AAPL","2018-12-20",19,1.30102999566398,0.2202105263
"AAPL","2018-12-21",39,1.60205999132796,0.1855487179
"AAPL","2018-12-22",9,1,0.1661
"AAPL","2018-12-23",5,0.778151250383644,-0.04044
"AAPL","2018-12-24",15,1.20411998265592,0.1151266667
"AAPL","2018-12-25",4,0.698970004336019,0.2612
"AAPL","2018-12-26",13,1.14612803567824,-0.1072384615
"AAPL","2018-12-27",11,1.07918124604762,0.1788545455
"AAPL","2018-12-28",18,1.27875360095283,-0.06475
"AAPL","2018-12-29",7,0.903089986991944,0.1514285714
"AAPL","2018-12-30",1,0.301029995663981,-0.2732
"AAPL","2018-12-31",4,0.698970004336019,0.157125
"AAPL","2019-01-01",3,0.602059991327962,0
"AAPL","2019-01-02",11,1.07918124604762,-0.1039
"AAPL","2019-01-03",68,1.83884909073726,0.0793941176
"AAPL","2019-01-04",37,1.57978359661681,0.1157027027
"AAPL","2019-01-05",8,0.954242509439325,0.303425
"AAPL","2019-01-06",4,0.698970004336019,0.2737
"AAPL","2019-01-07",37,1.57978359661681,-0.0136486486
"AAPL","2019-01-08",16,1.23044892137827,-0.00395625
"AAPL","2019-01-09",28,1.46239799789896,-0.0476464286
"AAPL","2019-01-10",22,1.36172783601759,0.1883090909
"AAPL","2019-01-11",29,1.47712125471966,-0.1036655172
"AAPL","2019-01-12",2,0.477121254719662,-0.6017
"AAPL","2019-01-13",6,0.845098040014257,0.1507
"AAPL","2019-01-14",34,1.54406804435028,0.0261382353
"AAPL","2019-01-15",15,1.20411998265592,0.0699933333
"AAPL","2019-01-16",9,1,-0.1342666667
"AAPL","2019-01-17",6,0.845098040014257,0.1758333333
"AAPL","2019-01-18",36,1.56820172406699,0.2265611111
"AAPL","2019-01-19",4,0.698970004336019,-0.02305
"AAPL","2019-01-20",2,0.477121254719662,-0.93
"AAPL","2019-01-21",5,0.778151250383644,0.06058
"AAPL","2019-01-22",6,0.845098040014257,0.0623833333
"AAPL","2019-01-23",10,1.04139268515822,0.19614
"AAPL","2019-01-24",11,1.07918124604762,-0.0903818182
"AAPL","2019-01-25",36,1.56820172406699,0.0915916667
"AAPL","2019-01-26",9,1,0.2268777778
"AAPL","2019-01-27",3,0.602059991327962,0.3305333333
"AAPL","2019-01-28",44,1.65321251377534,-0.0966045455
"AAPL","2019-01-29",95,1.98227123303957,-0.0227631579
"AAPL","2019-01-30",47,1.68124123737559,0.1558659574
"AAPL","2019-01-31",36,1.56820172406699,0.0499416667
"AAPL","2019-02-01",11,1.07918124604762,-0.0942181818
"AAPL","2019-02-02",1,0.301029995663981,-0.0516
"AAPL","2019-02-03",0,0,0
"AAPL","2019-02-04",16,1.23044892137827,0.025025
"AAPL","2019-02-05",21,1.34242268082221,0.2017761905
"AAPL","2019-02-06",19,1.30102999566398,-0.0557157895
"AAPL","2019-02-07",12,1.11394335230684,-0.0278416667
"AAPL","2019-02-08",16,1.23044892137827,0.147525
"AAPL","2019-02-09",0,0,0
"AAPL","2019-02-10",1,0.301029995663981,-0.2263
"AAPL","2019-02-11",3,0.602059991327962,0.0215666667
"AAPL","2019-02-12",14,1.17609125905568,-0.0298642857
"AAPL","2019-02-13",16,1.23044892137827,0.08225
"AAPL","2019-02-14",7,0.903089986991944,-0.0296142857
"AAPL","2019-02-15",12,1.11394335230684,-0.0672166667
"AAPL","2019-02-16",0,0,0
"AAPL","2019-02-17",0,0,0
"AAPL","2019-02-18",0,0,0
"AAPL","2019-02-19",3,0.602059991327962,-0.5634
"AAPL","2019-02-20",10,1.04139268515822,0.05436
"AAPL","2019-02-21",6,0.845098040014257,0.3506
"AAPL","2019-02-22",7,0.903089986991944,0.4512
"AAPL","2019-02-23",4,0.698970004336019,0.4789
"AAPL","2019-02-24",1,0.301029995663981,0.7436
"AAPL","2019-02-25",10,1.04139268515822,-0.08576
"AAPL","2019-02-26",3,0.602059991327962,-0.5490666667
"AAPL","2019-02-27",3,0.602059991327962,0.1943666667
"AAPL","2019-02-28",3,0.602059991327962,0.1390666667
"AAPL","2019-03-01",11,1.07918124604762,0.1452818182
"AAPL","2019-03-02",1,0.301029995663981,0
"AAPL","2019-03-03",0,0,0
"AAPL","2019-03-04",5,0.778151250383644,0.3763
"AAPL","2019-03-05",4,0.698970004336019,0.335125
"AAPL","2019-03-06",6,0.845098040014257,0.0076333333
"AAPL","2019-03-07",2,0.477121254719662,0.3139
"AAPL","2019-03-08",1,0.301029995663981,0.1027
"AAPL","2019-03-09",4,0.698970004336019,0.4462
"AAPL","2019-03-10",2,0.477121254719662,-0.07655
"AAPL","2019-03-11",9,1,-0.0271666667
"AAPL","2019-03-12",50,1.70757017609794,0.087824
"AAPL","2019-03-13",34,1.54406804435028,0.0813176471
"AAPL","2019-03-14",29,1.47712125471966,0.1325793103
"AAPL","2019-03-15",74,1.8750612633917,0.1521256757
"AAPL","2019-03-16",6,0.845098040014257,0.0595333333
"AAPL","2019-03-17",2,0.477121254719662,0.3612
"AAPL","2019-03-18",0,0,0
"AAPL","2019-03-19",59,1.77815125038364,0.0117915254
"AAPL","2019-03-20",34,1.54406804435028,-0.0857058824
"AAPL","2019-03-21",132,2.12385164096709,0.0398068182
"AAPL","2019-03-22",95,1.98227123303957,0.0804863158
"AAPL","2019-03-23",14,1.17609125905568,0.3224428571
"AAPL","2019-03-24",10,1.04139268515822,0.21414
"AAPL","2019-03-25",73,1.86923171973098,0.0450232877
"AAPL","2019-03-26",90,1.95904139232109,-0.03754
"AAPL","2019-03-27",21,1.34242268082221,0.1306952381
"AAPL","2019-03-28",14,1.17609125905568,-0.1038714286
"AAPL","2019-03-29",19,1.30102999566398,0.2792368421
"AAPL","2019-03-30",0,0,0
"AAPL","2019-03-31",1,0.301029995663981,0.296
"AAPL","2019-04-01",34,1.54406804435028,0.0991088235
"AAPL","2019-04-02",31,1.50514997831991,0.1341
"AAPL","2019-04-03",30,1.49136169383427,-0.0431666667
"AAPL","2019-04-04",12,1.11394335230684,0.0222166667
"AAPL","2019-04-05",11,1.07918124604762,0.1329818182
"AAPL","2019-04-06",2,0.477121254719662,0.11595
"AAPL","2019-04-07",2,0.477121254719662,-0.04985
"AAPL","2019-04-08",56,1.75587485567249,-0.0188785714
"AAPL","2019-04-09",77,1.89209460269048,0.0527480519
"AAPL","2019-04-10",28,1.46239799789896,0.0672964286
"AAPL","2019-04-11",27,1.44715803134222,0.0154777778
"AAPL","2019-04-12",52,1.72427586960079,0.0403653846
"AAPL","2019-04-13",4,0.698970004336019,0.081975
"AAPL","2019-04-14",3,0.602059991327962,0.4409666667
"AAPL","2019-04-15",8,0.954242509439325,0.3174875
"AAPL","2019-04-16",35,1.55630250076729,0.0567114286
"AAPL","2019-04-17",40,1.61278385671974,0.12618
"AAPL","2019-04-18",25,1.41497334797082,0.165256
"AAPL","2019-04-19",6,0.845098040014257,0.1133333333
"AAPL","2019-04-20",14,1.17609125905568,-0.0380857143
"AAPL","2019-04-21",2,0.477121254719662,0.8764
"AAPL","2019-04-22",6,0.845098040014257,0.0452666667
"AAPL","2019-04-23",16,1.23044892137827,0.05725
"AAPL","2019-04-24",14,1.17609125905568,0.0486142857
"AAPL","2019-04-25",18,1.27875360095283,0.1100277778
"AAPL","2019-04-26",40,1.61278385671974,0.08148
"AAPL","2019-04-27",7,0.903089986991944,0.1955285714
"AAPL","2019-04-28",7,0.903089986991944,0.3850714286
"AAPL","2019-04-29",32,1.51851393987789,0.164746875
"AAPL","2019-04-30",175,2.24551266781415,0.032552
"AAPL","2019-05-01",107,2.03342375548695,0.0705831776
"AAPL","2019-05-02",28,1.46239799789896,0.2455321429
"AAPL","2019-05-03",21,1.34242268082221,0.3996285714
"AAPL","2019-05-04",0,0,0
"AAPL","2019-05-05",9,1,0.0245666667
"AAPL","2019-05-06",24,1.39794000867204,0.04205
"AAPL","2019-05-07",18,1.27875360095283,-0.0947444444
"AAPL","2019-05-08",36,1.56820172406699,0.0743166667
"AAPL","2019-05-09",20,1.32221929473392,0.104505
"AAPL","2019-05-10",32,1.51851393987789,-0.053153125
"AAPL","2019-05-11",2,0.477121254719662,0.3673
"AAPL","2019-05-12",0,0,0
"AAPL","2019-05-13",49,1.69897000433602,0.1305836735
"AAPL","2019-05-14",21,1.34242268082221,0.1034142857
"AAPL","2019-05-15",56,1.75587485567249,0.0888821429
"AAPL","2019-05-16",48,1.69019608002851,-0.0069125
"AAPL","2019-05-17",30,1.49136169383427,-0.0382433333
"AAPL","2019-05-18",2,0.477121254719662,-0.07325
"AAPL","2019-05-19",4,0.698970004336019,-0.171975
"AAPL","2019-05-20",38,1.5910646070265,-0.0583921053
"AAPL","2019-05-21",21,1.34242268082221,0.2701809524
"AAPL","2019-05-22",46,1.67209785793572,-0.0614869565
"AAPL","2019-05-23",16,1.23044892137827,-0.06275625
"AAPL","2019-05-24",14,1.17609125905568,0.0183142857
"AAPL","2019-05-25",1,0.301029995663981,-0.3182
"AAPL","2019-05-26",2,0.477121254719662,-0.1591
"AAPL","2019-05-27",0,0,0
"AAPL","2019-05-28",9,1,0.1716222222
"AAPL","2019-05-29",21,1.34242268082221,-0.0059714286
"AAPL","2019-05-30",11,1.07918124604762,-0.0522818182
"AAPL","2019-05-31",20,1.32221929473392,0.037715
"AAPL","2019-06-01",4,0.698970004336019,0.48845
"AAPL","2019-06-02",1,0.301029995663981,0
"AAPL","2019-06-03",57,1.76342799356294,0.0187701754
"AAPL","2019-06-04",15,1.20411998265592,0.0602666667
"AAPL","2019-06-05",20,1.32221929473392,0.086625
"AAPL","2019-06-06",7,0.903089986991944,-0.0046428571
"AAPL","2019-06-07",22,1.36172783601759,0.1902272727
"AAPL","2019-06-08",6,0.845098040014257,0.0897333333
"AAPL","2019-06-09",7,0.903089986991944,0.4315714286
"AAPL","2019-06-10",13,1.14612803567824,0.0311769231
"AAPL","2019-06-11",8,0.954242509439325,-0.2417625
"AAPL","2019-06-12",20,1.32221929473392,0.16117
"AAPL","2019-06-13",21,1.34242268082221,-0.0123571429
"AAPL","2019-06-14",14,1.17609125905568,0.1057785714
"AAPL","2019-06-15",2,0.477121254719662,-0.4019
"AAPL","2019-06-16",0,0,0
"AAPL","2019-06-17",5,0.778151250383644,-0.3607
"AAPL","2019-06-18",15,1.20411998265592,0.0663133333
"AAPL","2019-06-19",18,1.27875360095283,-0.0485888889
"AAPL","2019-06-20",11,1.07918124604762,0.0197727273
"AAPL","2019-06-21",14,1.17609125905568,0.2190785714
"AAPL","2019-06-22",1,0.301029995663981,0.855
"AAPL","2019-06-23",1,0.301029995663981,0.3612
"AAPL","2019-06-24",15,1.20411998265592,-0.08342
"AAPL","2019-06-25",5,0.778151250383644,-0.09534
"AAPL","2019-06-26",19,1.30102999566398,0.0450631579
"AAPL","2019-06-27",17,1.25527250510331,-0.0115764706
"AAPL","2019-06-28",14,1.17609125905568,0.1221285714
"AAPL","2019-06-29",4,0.698970004336019,0.62995
"AAPL","2019-06-30",2,0.477121254719662,0.4588
"AAPL","2019-07-01",12,1.11394335230684,-0.0290416667
"AAPL","2019-07-02",14,1.17609125905568,-0.0849142857
"AAPL","2019-07-03",18,1.27875360095283,-0.0096444444
"AAPL","2019-07-04",3,0.602059991327962,0.2732
"AAPL","2019-07-05",12,1.11394335230684,-0.0697416667
"AAPL","2019-07-06",2,0.477121254719662,-0.27115
"AAPL","2019-07-07",2,0.477121254719662,0.2275
"AAPL","2019-07-08",26,1.43136376415899,0.0460576923
"AAPL","2019-07-09",19,1.30102999566398,0.0227105263
"AAPL","2019-07-10",6,0.845098040014257,0.0335833333
"AAPL","2019-07-11",18,1.27875360095283,-0.0103888889
"AAPL","2019-07-12",14,1.17609125905568,0.1867428571
"AAPL","2019-07-13",4,0.698970004336019,0.2887
"AAPL","2019-07-14",0,0,0
"AAPL","2019-07-15",6,0.845098040014257,-0.1406
"AAPL","2019-07-16",4,0.698970004336019,0
"AAPL","2019-07-17",16,1.23044892137827,0.0434375
"AAPL","2019-07-18",11,1.07918124604762,0.3881727273
"AAPL","2019-07-19",14,1.17609125905568,0.0734214286
"AAPL","2019-07-20",4,0.698970004336019,0.4478
"AAPL","2019-07-21",1,0.301029995663981,0.9136
"AAPL","2019-07-22",5,0.778151250383644,-0.06468
"AAPL","2019-07-23",26,1.43136376415899,-0.0065923077
"AAPL","2019-07-24",11,1.07918124604762,0.1639272727
"AAPL","2019-07-25",7,0.903089986991944,-0.0656857143
"AAPL","2019-07-26",19,1.30102999566398,0.2611421053
"AAPL","2019-07-27",0,0,0
"AAPL","2019-07-28",2,0.477121254719662,0.2023
"AAPL","2019-07-29",15,1.20411998265592,0.2452
"AAPL","2019-07-30",92,1.96848294855394,0.0167652174
"AAPL","2019-07-31",39,1.60205999132796,0.0632692308
"AAPL","2019-08-01",36,1.56820172406699,-0.0132027778
"AAPL","2019-08-02",34,1.54406804435028,0.02485
"AAPL","2019-08-03",1,0.301029995663981,-0.0286
"AAPL","2019-08-04",0,0,0
"AAPL","2019-08-05",32,1.51851393987789,0.056984375
"AAPL","2019-08-06",8,0.954242509439325,0.0254875
"AAPL","2019-08-07",10,1.04139268515822,0.10115
"AAPL","2019-08-08",4,0.698970004336019,-0.0271
"AAPL","2019-08-09",14,1.17609125905568,0.0918071429
"AAPL","2019-08-10",3,0.602059991327962,-0.3131333333
"AAPL","2019-08-11",1,0.301029995663981,0
"AAPL","2019-08-12",16,1.23044892137827,-0.0680375
"AAPL","2019-08-13",30,1.49136169383427,-0.0966133333
"AAPL","2019-08-14",23,1.38021124171161,0.0738043478
"AAPL","2019-08-15",9,1,-0.0025111111
"AAPL","2019-08-16",13,1.14612803567824,0.0257615385
"AAPL","2019-08-17",3,0.602059991327962,-0.1726666667
"AAPL","2019-08-18",4,0.698970004336019,0.207525
"AAPL","2019-08-19",19,1.30102999566398,-0.0634315789
"AAPL","2019-08-20",33,1.53147891704226,0.0882060606
"AAPL","2019-08-21",8,0.954242509439325,0.011575
"AAPL","2019-08-22",2,0.477121254719662,0.5406
"AAPL","2019-08-23",49,1.69897000433602,0.1382510204
"AAPL","2019-08-24",5,0.778151250383644,0.21858
"AAPL","2019-08-25",9,1,0.2760555556
"AAPL","2019-08-26",14,1.17609125905568,0.2234785714
"AAPL","2019-08-27",9,1,0.1235888889
"AAPL","2019-08-28",3,0.602059991327962,0.3700666667
"AAPL","2019-08-29",2,0.477121254719662,0.064
"AAPL","2019-08-30",8,0.954242509439325,0.2594125
"AAPL","2019-08-31",0,0,0
"AAPL","2019-09-01",3,0.602059991327962,0.7790333333
"AAPL","2019-09-02",0,0,0
"AAPL","2019-09-03",12,1.11394335230684,0.0907
"AAPL","2019-09-04",8,0.954242509439325,0.1136
"AAPL","2019-09-05",9,1,0.2306666667
"AAPL","2019-09-06",15,1.20411998265592,-0.0257933333
"AAPL","2019-09-07",0,0,0
"AAPL","2019-09-08",2,0.477121254719662,0.60055
"AAPL","2019-09-09",20,1.32221929473392,0.08503
"AAPL","2019-09-10",66,1.82607480270083,0.0622712121
"AAPL","2019-09-11",46,1.67209785793572,0.0404804348
"AAPL","2019-09-12",18,1.27875360095283,-0.1330277778
"AAPL","2019-09-13",64,1.81291335664286,0.0074390625
"AAPL","2019-09-14",2,0.477121254719662,0.2446
"AAPL","2019-09-15",2,0.477121254719662,0.0722
"AAPL","2019-09-16",6,0.845098040014257,-0.1385833333
"AAPL","2019-09-17",5,0.778151250383644,0.14516
"AAPL","2019-09-18",16,1.23044892137827,0.08958125
"AAPL","2019-09-19",7,0.903089986991944,-0.1819
"AAPL","2019-09-20",14,1.17609125905568,0.0842071429
"AAPL","2019-09-21",4,0.698970004336019,0.1299
"AAPL","2019-09-22",1,0.301029995663981,0.8911
"AAPL","2019-09-23",10,1.04139268515822,-0.07346
"AAPL","2019-09-24",16,1.23044892137827,-0.03585
"AAPL","2019-09-25",10,1.04139268515822,0.26174
"AAPL","2019-09-26",8,0.954242509439325,0.1057125
"AAPL","2019-09-27",7,0.903089986991944,-0.2068714286
"AAPL","2019-09-28",4,0.698970004336019,-0.189475
"AAPL","2019-09-29",2,0.477121254719662,-0.32385
"AAPL","2019-09-30",23,1.38021124171161,0.085373913
"AAPL","2019-10-01",70,1.85125834871908,0.0087142857
"AAPL","2019-10-02",37,1.57978359661681,-0.0080162162
"AAPL","2019-10-03",12,1.11394335230684,0.1743333333
"AAPL","2019-10-04",25,1.41497334797082,0.103712
"AAPL","2019-10-05",10,1.04139268515822,0.20106
"AAPL","2019-10-06",1,0.301029995663981,0.2023
"AAPL","2019-10-07",29,1.47712125471966,0.0598275862
"AAPL","2019-10-08",27,1.44715803134222,0.0782555556
"AAPL","2019-10-09",7,0.903089986991944,-0.1476857143
"AAPL","2019-10-10",25,1.41497334797082,0.135704
"AAPL","2019-10-11",48,1.69019608002851,0.0851104167
"AAPL","2019-10-12",8,0.954242509439325,-0.0479875
"AAPL","2019-10-13",2,0.477121254719662,-0.2433
"AAPL","2019-10-14",33,1.53147891704226,-0.2036090909
"AAPL","2019-10-15",45,1.66275783168157,-0.1574555556
"AAPL","2019-10-16",23,1.38021124171161,0.0132521739
"AAPL","2019-10-17",13,1.14612803567824,0.1485384615
"AAPL","2019-10-18",34,1.54406804435028,-0.0210441176
"AAPL","2019-10-19",8,0.954242509439325,-0.2465125
"AAPL","2019-10-20",2,0.477121254719662,-0.11075
"AAPL","2019-10-21",32,1.51851393987789,-0.12478125
"AAPL","2019-10-22",30,1.49136169383427,0.0462733333
"AAPL","2019-10-23",31,1.50514997831991,-0.0500612903
"AAPL","2019-10-24",20,1.32221929473392,0.06388
"AAPL","2019-10-25",36,1.56820172406699,0.0665722222
"AAPL","2019-10-26",7,0.903089986991944,-0.0417428571
"AAPL","2019-10-27",4,0.698970004336019,0.044125
"AAPL","2019-10-28",43,1.64345267648619,0.2096813953
"AAPL","2019-10-29",85,1.93449845124357,0.0585670588
"AAPL","2019-10-30",131,2.12057393120585,0.065589313
"AAPL","2019-10-31",48,1.69019608002851,-0.0482416667
"AAPL","2019-11-01",65,1.81954393554187,0.1439753846
"AAPL","2019-11-02",8,0.954242509439325,0.3349375
"AAPL","2019-11-03",4,0.698970004336019,0.071475
"AAPL","2019-11-04",14,1.17609125905568,0.0905071429
"AAPL","2019-11-05",9,1,-0.0224666667
"AAPL","2019-11-06",12,1.11394335230684,0.0864916667
"AAPL","2019-11-07",28,1.46239799789896,0.1111714286
"AAPL","2019-11-08",25,1.41497334797082,-0.056732
"AAPL","2019-11-09",1,0.301029995663981,0
"AAPL","2019-11-10",0,0,0
"AAPL","2019-11-11",32,1.51851393987789,0.022690625
"AAPL","2019-11-12",35,1.55630250076729,0.0413085714
"AAPL","2019-11-13",48,1.69019608002851,0.10485
"AAPL","2019-11-14",58,1.77085201164214,0.060712069
"AAPL","2019-11-15",55,1.7481880270062,0.1785290909
"AAPL","2019-11-16",7,0.903089986991944,0.0673857143
"AAPL","2019-11-17",4,0.698970004336019,0.11265
"AAPL","2019-11-18",27,1.44715803134222,-0.0840518519
"AAPL","2019-11-19",42,1.63346845557959,0.0032333333
"AAPL","2019-11-20",58,1.77085201164214,-0.0207827586
"AAPL","2019-11-21",38,1.5910646070265,-0.0647394737
"AAPL","2019-11-22",29,1.47712125471966,-0.0308206897
"AAPL","2019-11-23",4,0.698970004336019,0.524775
"AAPL","2019-11-24",0,0,0
"AAPL","2019-11-25",25,1.41497334797082,0.153256
"AAPL","2019-11-26",24,1.39794000867204,0.0528875
"AAPL","2019-11-27",17,1.25527250510331,0.1901941176
"AAPL","2019-11-28",3,0.602059991327962,0.2352333333
"AAPL","2019-11-29",3,0.602059991327962,0.0264333333
"AAPL","2019-11-30",0,0,0
"AAPL","2019-12-01",1,0.301029995663981,0.5423
"AAPL","2019-12-02",16,1.23044892137827,0.12546875
"AAPL","2019-12-03",27,1.44715803134222,-0.0086851852
