ticker,date,low,high,close,open,vol
FB,30/7/2019,193.5,198.71001,197.03999,195.39,11891258
FB,31/7/2019,192.67999,198.75999,194.23,196.95,14602481
FB,1/8/2019,190.88,198.47,192.73,194.17,17782508
FB,2/8/2019,188.07001,192.62,189.02,191.10001,15295209
FB,5/8/2019,179.34,185.67,181.73,184.69,23087755
FB,6/8/2019,183.09,185.789,184.50999,183.69,18030786
FB,7/8/2019,181.22,186.37,185.14999,183.60001,15828497
FB,8/8/2019,184.05,190.34,190.16,186.62,14824516
FB,9/8/2019,187.12,190.98,187.85001,190,11057371
FB,12/8/2019,184.46001,187.59,185.37,186.85001,10930583
FB,13/8/2019,185.37,191.38,188.45,185.52,13650319
FB,14/8/2019,179.31,185.99001,179.71001,185.8,18900041
FB,15/8/2019,180.03,183.2,182.59,180.95,13055940
FB,16/8/2019,182.36,185.10001,183.7,183.75,12836473
FB,19/8/2019,184.85001,187.5,186.17,186.00999,9694761
FB,20/8/2019,182.39,186,183.81,185.45,10085492
FB,21/8/2019,183.14,185.89999,183.55,185,8404194
FB,22/8/2019,179.91,184.11,182.03999,183.42999,10824209
FB,23/8/2019,176.66,183.13,177.75,180.84,17329421
FB,26/8/2019,178.24001,180.5,180.36,179.39999,8773977
FB,27/8/2019,181.00999,184.03999,181.3,181.92999,14404546
FB,28/8/2019,178.92,181.95,181.75999,180.53,9390060
FB,29/8/2019,183.47,186.0752,185.57001,183.77,10131992
FB,30/8/2019,183.4585,186.8017,185.67,186.78,10780522
FB,3/9/2019,182.11,185.67,182.39,184,9789987
FB,4/9/2019,183.89,187.7494,187.14,184.64999,11322291
FB,5/9/2019,187.94,191.36,190.89999,188.53,13892621
FB,6/9/2019,186.35001,190.21001,187.49001,190.21001,15223720
FB,9/9/2019,185.8466,188.98,188.75999,187.73,14717102
FB,10/9/2019,184.55,188.10001,186.17,187.44,15452067
FB,11/9/2019,186.08,189.44,188.49001,186.46001,11751860
FB,12/9/2019,187.23,190.92999,187.47,189.86,11408075
FB,13/9/2019,186.53999,187.97,187.19,187.325,11434416
FB,16/9/2019,185.765,187.7943,186.22,186.92999,8436644
FB,17/9/2019,185.53999,188.32001,188.08,186.66,9750133
FB,18/9/2019,186.01199,189.08,188.14,188.09,9941064
FB,19/9/2019,188.14999,191.10001,190.14,188.66,10494433
FB,20/9/2019,188.12,193.10001,189.92999,190.66,20356626
FB,23/9/2019,185.20621,190.10001,186.82001,189.34,14368102
FB,24/9/2019,180.39,188.03999,181.28,187.98,18774415
FB,25/9/2019,177.87,183.42,182.8,181.45,18333510
FB,26/9/2019,177.67,181.39999,180.11,181.33,16267189
FB,27/9/2019,175.66,180.755,177.10001,180.49001,14652775
FB,30/9/2019,176.85001,178.67,178.08,177.87,11065755
FB,1/10/2019,174.88,179.84,175.81,179.14999,17254556
FB,2/10/2019,173.09,176.53,174.60001,174.84,16362683
FB,3/10/2019,173.63,179.84,179.38,175.57001,16782219
FB,4/10/2019,178.10001,180.98,180.45,179.55,10472197
FB,7/10/2019,178.09,181.17999,179.67999,180,9359043
FB,8/10/2019,177.72,180.37,177.75,178.25999,10083496
FB,9/10/2019,177.94,180.72,179.85001,179.16,7646574
FB,10/10/2019,179.17,181.61,180.03,180.32001,8979977
FB,11/10/2019,182.14,186.49001,184.19,182.14999,14994927
FB,14/10/2019,182.5735,184.62,183.28,184.2,7201065
FB,15/10/2019,183.66,190.38,188.89,183.8,15134628
FB,16/10/2019,186.90021,189.7,189.55,188.32001,10557055
FB,17/10/2019,188.765,190.84,190.39,190.3,9757542
FB,18/10/2019,183.9239,191.49001,185.85001,190.23,16868825
FB,21/10/2019,186.75,189.91,189.75999,187.03999,8573244
FB,22/10/2019,181.5,190.64999,182.34,190,19841662
FB,23/10/2019,182,186.38,186.14999,182.00999,12377952
FB,24/10/2019,182.8,186.73,186.38,184.62,11493578
FB,25/10/2019,185.0876,189,187.89,185.83,8048532
FB,28/10/2019,185.08,189.53,189.39999,187.2,13657213
FB,29/10/2019,188.47,192.53,189.31,191.69,13568774
FB,30/10/2019,185.98,190.45,188.25,189.56,28727656
FB,31/10/2019,188.25,198.09,191.64999,196.7,42281301
FB,1/11/2019,189.91,194.11,193.62,192.85001,21705222
FB,4/11/2019,193.8119,197.3672,194.72,194.55,16362492
FB,5/11/2019,193.60001,195.75,194.32001,195.37,9947320
FB,6/11/2019,191.35001,194.37,191.55,194.03,10983321
FB,7/11/2019,189.47,193.44,190.42,191.91,13475197
FB,8/11/2019,189.7,192.34,190.84,190,10755528
FB,11/11/2019,188.53999,190.08,189.61,189.92999,8633260
FB,12/11/2019,189.74001,195.06,194.47,190,17602341
FB,13/11/2019,192.74001,195.7,193.19,194.7,11008500
FB,14/11/2019,191.45,194.03,193.14999,192.92999,9055397
FB,15/11/2019,193.38,195.3,195.10001,194.25999,11525832
FB,18/11/2019,193.05,198.63,197.39999,194.56,16168250
FB,19/11/2019,196.86,200,199.32001,197.39999,19067091
FB,20/11/2019,195.42999,199.59,197.50999,198.58,12371840
FB,21/11/2019,196.86,199.09,197.92999,197.42,12126551
FB,22/11/2019,197.62,199.3,198.82001,198.38,9957504
FB,25/11/2019,199.25,200.97,199.78999,199.515,15277488
FB,26/11/2019,198.0387,200.14999,198.97,200,11742330
FB,27/11/2019,199.42,203.14,202,199.89999,13399707
FB,29/11/2019,201.21001,203.8,201.64,201.60001,7978341
FB,2/12/2019,198.05,202.17999,199.7,202.13,11516371
FB,3/12/2019,195.08,198.92999,198.82001,197.60001,12991457
FB,4/12/2019,198.05,200.02879,198.71001,200,8448655
FB,5/12/2019,198.2126,201.28999,199.36,199.86,9740316
FB,6/12/2019,200.06,201.57001,201.05,200.5,12260906
FB,9/12/2019,200.21001,203.1418,201.34,200.64999,11989422
FB,10/12/2019,200.14999,202.05,200.87,201.66,9458507
FB,11/12/2019,200.28,202.63,202.25999,200.28,8032477
FB,12/12/2019,194.10001,203.66,196.75,202.35001,23704005
FB,13/12/2019,193.17,196.8,194.11,196.39999,18771525
FB,16/12/2019,194.81,199.12,197.92,195.27,14895425
FB,17/12/2019,196.13,199,198.39,198.84,10161216
FB,18/12/2019,200.09,204.3,202.5,200.09,23271599
FB,19/12/2019,202.50999,206.3,206.06,202.78,16794282
FB,20/12/2019,203.42999,207.71001,206.3,207.48,27276730
FB,23/12/2019,205.67999,208.59,206.17999,206.7,13337338
FB,24/12/2019,205,206.78999,205.12,206.3,6035490
FB,26/12/2019,205.31,207.82001,207.78999,205.567,9360333
FB,27/12/2019,206.58749,208.92999,208.10001,208.66969,10278335
FB,30/12/2019,203.9001,207.89999,204.41,207.86,10493155
FB,31/12/2019,203.6001,205.56,205.25,203.995,8946363
AAPL,2/1/2019,38.5575,39.7125025,39.48,38.7225,9266589
AAPL,3/1/2019,35.5,36.43,35.5475,35.995,22843423.75
AAPL,4/1/2019,35.95,37.137475,37.0649975,36.1325,14650750.25
AAPL,7/1/2019,36.4749975,37.2075,36.9824975,37.175,13692591
AAPL,8/1/2019,37.13,37.9550025,37.6875,37.39,10256515.5
AAPL,9/1/2019,37.4075,38.6325,38.3275,37.8224975,11274720.25
AAPL,10/1/2019,37.715,38.4925,38.45,38.125,8944568.75
AAPL,11/1/2019,37.8774975,38.425,38.0724975,38.22,6754301
AAPL,14/1/2019,37.305,37.8175,37.5,37.7125025,8117219.25
AAPL,15/1/2019,37.5125,38.3475,38.2675025,37.5675,7176906
AAPL,16/1/2019,38.25,38.97,38.735,38.27,7759626.5
AAPL,17/1/2019,38.3149975,39.415,38.965,38.55,7455049
AAPL,18/1/2019,38.9951525,39.47,39.2050025,39.375,8436849.5
AAPL,22/1/2019,38.155,39.1825,38.325,39.1025,7597709
AAPL,23/1/2019,37.925,38.785,38.48,38.5374975,5782192.5
AAPL,24/1/2019,37.9350025,38.62,38.175,38.5275,6359992.25
AAPL,25/1/2019,38.5800025,39.5325,39.4399975,38.87,8385923.25
AAPL,28/1/2019,38.415,39.0825,39.075,38.9474975,6547439.5
AAPL,29/1/2019,38.5275,39.5325,38.6699975,39.0625,10395584.75
AAPL,30/1/2019,40.0575,41.5374975,41.3125,40.8125,15277691.75
AAPL,31/1/2019,41.14,42.25,41.61,41.5275,10183962.5
AAPL,1/2/2019,41.4824975,42.245,41.63,41.7400025,8169709.5
AAPL,4/2/2019,41.82,42.91375,42.8125,41.8525,7873495.5
AAPL,5/2/2019,43.087525,43.77,43.5449975,43.215,9024834.75
AAPL,6/2/2019,43.213275,43.8925025,43.5600025,43.6624975,7058672.75
AAPL,7/2/2019,42.585,43.485,42.735,43.0999975,7939647.5
AAPL,8/2/2019,42.105,42.665,42.6025,42.2475025,5954651.5
AAPL,11/2/2019,42.3125,42.8025025,42.3574975,42.7625,5248056.25
AAPL,12/2/2019,42.425,42.75,42.7225,42.5250025,5572415
AAPL,13/2/2019,42.48,43.12,42.5449975,42.8475,5623133.25
AAPL,14/2/2019,42.345,42.8153775,42.7,42.4275025,5458399.5
AAPL,15/2/2019,42.4375,42.925,42.605,42.8125,6156403.5
AAPL,19/2/2019,42.3725025,42.86,42.7324975,42.4275025,4817206.5
AAPL,20/2/2019,42.7475025,43.3300025,43.0075,42.7975,6527865.5
AAPL,21/2/2019,42.575,43.0925,42.765,42.95,4311770
AAPL,22/2/2019,42.845,43.25,43.2425,42.895,4726957.25
AAPL,25/2/2019,43.4875,43.9675,43.5575,43.54,5467689.5
AAPL,26/2/2019,43.2933,43.825,43.5825,43.4275025,4267227.75
AAPL,27/2/2019,43.1825,43.75,43.7175,43.3025025,6958125
AAPL,28/2/2019,43.23,43.7275,43.2874975,43.5800025,7053704
AAPL,1/3/2019,43.2225,43.7874975,43.7425,43.57,6471204.25
AAPL,4/3/2019,43.4925,44.4375,43.9625025,43.9225,6862106
AAPL,5/3/2019,43.6349975,44,43.8825,43.985,4933979.75
AAPL,6/3/2019,43.485,43.8725025,43.63,43.6675,5208073
AAPL,7/3/2019,43.005,43.61,43.125,43.4675,6198791.5
AAPL,8/3/2019,42.375,43.2675025,43.2275,42.5800025,5999396
AAPL,11/3/2019,43.8375025,44.78,44.7249975,43.8725025,8002233.5
AAPL,12/3/2019,44.8425,45.6675,45.2275,45,8116547.75
AAPL,13/3/2019,45.23,45.825,45.4275025,45.5625,7758006
AAPL,14/3/2019,45.64,46.0250025,45.9325,45.9749975,5894852
AAPL,15/3/2019,45.9350025,46.8325,46.53,46.2125025,9760316.25
AAPL,18/3/2019,46.4474975,47.0975,47.005,46.45,6554658
AAPL,19/3/2019,46.48,47.2475025,46.6325,47.0875025,7911425
AAPL,20/3/2019,46.1825,47.3725025,47.04,46.5575,7758609
AAPL,21/3/2019,47.4525,49.0825,48.7725,47.505,12758998.25
AAPL,22/3/2019,47.695,49.4225,47.7625,48.835,10601472.5
AAPL,25/3/2019,46.6500025,47.995,47.1850025,47.8774975,10961092.5
AAPL,26/3/2019,46.145,48.22,46.6974975,47.916,12449711.75
AAPL,27/3/2019,46.6375,47.4399975,47.1175,47.1875,7461777
AAPL,28/3/2019,46.8825,47.3897525,47.18,47.2375,5194952.75
AAPL,29/3/2019,47.1349975,47.52,47.4875,47.4575,5890440.25
AAPL,1/4/2019,47.095,47.9199975,47.8100025,47.91,6964746.75
AAPL,2/4/2019,47.7625,48.6150025,48.505,47.7725,5697885
AAPL,3/4/2019,48.2874975,49.125,48.8375025,48.3125,5817757.5
AAPL,4/4/2019,48.285,49.0925,48.9225,48.6974975,4825968.75
AAPL,5/4/2019,48.9824975,49.2750025,49.25,49.1125,4631138.5
AAPL,8/4/2019,49.085,50.0575,50.0250025,49.105,6472712.25
AAPL,9/4/2019,49.8075,50.7125025,49.875,50.0800025,8941759.75
AAPL,10/4/2019,49.5449975,50.1850025,50.155,49.6699975,5423548.5
AAPL,11/4/2019,49.610775,50.25,49.7375,50.2125025,5225490.75
AAPL,12/4/2019,49.0525025,50.035,49.7175,49.8,6940695
AAPL,15/4/2019,49.5024975,49.9625025,49.8075,49.645,4385711.5
AAPL,16/4/2019,49.64,50.3425,49.8125,49.8650025,6423129
AAPL,17/4/2019,49.6525,50.845,50.7825,49.8849975,7370995
AAPL,18/4/2019,50.63,51.0374975,50.965,50.78,6048880.5
AAPL,22/4/2019,50.585,51.235,51.1325,50.7075,4859486.25
AAPL,23/4/2019,50.9749975,51.9375,51.87,51.1074975,5830241.5
AAPL,24/4/2019,51.7625,52.12,51.79,51.84,4385177.25
AAPL,25/4/2019,51.28,51.9399975,51.32,51.7075,4637191.5
AAPL,26/4/2019,50.53,51.25,51.075,51.2249975,4662200.5
AAPL,29/4/2019,50.965,51.4925,51.1525,51.0999975,5550671.25
AAPL,30/4/2019,49.7775,50.8499975,50.1675,50.765,11636072.25
AAPL,1/5/2019,52.3075,53.8275,52.63,52.47,16206222
AAPL,2/5/2019,52.0325,53.1624975,52.2874975,52.46,7997911
AAPL,3/5/2019,52.5575,52.96,52.9375,52.7225,5222465
AAPL,6/5/2019,50.875,52.21,52.12,51.0724975,8115626.5
AAPL,7/5/2019,50.20625,51.854375,50.715,51.47,9690749.5
AAPL,8/5/2019,50.4375,51.335,50.7249975,50.4749975,6584626
AAPL,9/5/2019,49.165,50.4199975,50.18,50.0999975,8726933
AAPL,10/5/2019,48.1925,49.7125025,49.2949975,49.3547525,10302333.25
AAPL,13/5/2019,45.7125025,47.37,46.43,46.9275025,14357062
AAPL,14/5/2019,46.3525,47.425,47.165,46.6025,9132144.25
AAPL,15/5/2019,46.505,47.9375,47.73,46.5675,6635954.75
AAPL,16/5/2019,47.21,48.117225,47.52,47.4775,8263766
AAPL,17/5/2019,46.6899975,47.7249975,47.25,46.7324975,8219475
AAPL,20/5/2019,45.0709775,46.08725,45.7725,45.88,9653183.5
AAPL,21/5/2019,46.175,47,46.6500025,46.305,7090687
AAPL,22/5/2019,45.6375,46.4275025,45.695,46.165,7435639.25
AAPL,23/5/2019,44.4525,45.1349975,44.915,44.95,9131112.75
AAPL,24/5/2019,44.655,45.535,44.7425,45.05,5927871.5
AAPL,28/5/2019,44.4775,45.1475,44.5575,44.73,6985807.75
AAPL,29/5/2019,44,44.8375025,44.345,44.105,7119724
AAPL,30/5/2019,44.1675,44.8075,44.575,44.4875,5302705.75
AAPL,31/5/2019,43.7475025,44.4975025,43.7675025,44.0575,6760299.75
AAPL,3/6/2019,42.5675,44.48,43.325,43.9000025,10096642.25
AAPL,4/6/2019,43.63,44.9575,44.91,43.86,7739018.5
AAPL,5/6/2019,45.285,46.2475025,45.6349975,46.07,7440431.75
AAPL,6/6/2019,45.537225,46.3675,46.305,45.77,5630802.75
AAPL,7/6/2019,46.4425,47.98,47.5374975,46.6274975,7668098.25
AAPL,10/6/2019,47.905,48.8425,48.145,47.9525,6553322.75
AAPL,11/6/2019,48.4000025,49,48.7025,48.715,6730920.5
AAPL,12/6/2019,48.3462475,48.9925,48.5475,48.4875,4557097.25
AAPL,13/6/2019,48.4000025,49.1974975,48.5374975,48.675,5472061.25
AAPL,14/6/2019,47.575,48.396575,48.1850025,47.88625,4685443.5
AAPL,17/6/2019,48.0425,48.7400025,48.4725,48.2249975,3665873.5
AAPL,18/6/2019,48.8025025,50.0724975,49.6125,49.0125,6638001
AAPL,19/6/2019,49.3275,49.97,49.4675,49.9199975,5280628.75
AAPL,20/6/2019,49.5075,50.1525,49.8650025,50.0925,5475747
AAPL,21/6/2019,49.5374975,50.2125025,49.695,49.7,11948752.5
AAPL,24/6/2019,49.5425,50.04,49.645,49.6349975,4678055.25
AAPL,25/6/2019,48.8224975,49.8149975,48.8925025,49.6074975,5265910.75
AAPL,26/6/2019,49.3375025,50.2475025,49.95,49.4425,6515542.25
AAPL,27/6/2019,49.8925025,50.3925025,49.9350025,50.0724975,5221976.75
AAPL,28/6/2019,49.2625,49.87375,49.48,49.6699975,7772729.25
AAPL,1/7/2019,50.1624975,51.1225025,50.3875,50.7925,6825318.5
AAPL,2/7/2019,50.34,50.7830725,50.6825,50.3525,4233629.5
AAPL,3/7/2019,50.6725225,51.11,51.1025,50.82,2839936.25
AAPL,5/7/2019,50.7249975,51.27,51.0575,50.8375025,4314229.5
AAPL,8/7/2019,49.6025,50.3499975,50.005,50.2025,6333360.75
AAPL,9/7/2019,49.7025,50.3774975,50.3100025,49.8,5142478.75
AAPL,10/7/2019,50.39,50.9325,50.8075,50.4625025,4473189
AAPL,11/7/2019,50.4275025,51.0975,50.4375,50.8275,5044348
AAPL,12/7/2019,50.55,51,50.825,50.6125,4396703.25
AAPL,15/7/2019,51,51.4675,51.3025025,51.0225,4232030.25
AAPL,16/7/2019,50.875,51.5275,51.125,51.1475,4214349.75
AAPL,17/7/2019,50.8175,51.2728775,50.8375025,51.0125,3524169.5
AAPL,18/7/2019,50.925,51.47,51.415,51,4643702.75
AAPL,19/7/2019,50.59,51.625,50.6475,51.4474975,5229430
AAPL,22/7/2019,50.9025,51.8075,51.805,50.9124975,5554088.5
AAPL,23/7/2019,51.8224975,52.2275,52.21,52.1150025,4583595
AAPL,24/7/2019,51.7925,52.2874975,52.1675,51.9175,3746716.75
AAPL,25/7/2019,51.6825,52.3100025,51.755,52.2225,3475691.75
AAPL,26/7/2019,51.785,52.4325,51.9350025,51.87,4406768.5
AAPL,29/7/2019,52.11,52.66,52.4199975,52.1150025,5413622.25
AAPL,30/7/2019,51.8275,52.54,52.195,52.1899975,8474163.75
AAPL,31/7/2019,52.825,55.3425,53.2599975,54.105,17311087.5
AAPL,1/8/2019,51.685875,54.5075,52.1074975,53.4749975,13577805.5
AAPL,2/8/2019,50.4075,51.6074975,51.005,51.3825,10211787.5
AAPL,5/8/2019,48.145,49.66225,48.335,49.4975025,13096885.25
AAPL,6/8/2019,48.5099975,49.51675,49.25,49.0775,8954848
AAPL,7/8/2019,48.4550025,49.89,49.7599975,48.8525,8340868
AAPL,8/8/2019,49.8475,50.8825,50.8574975,50.05,6751180.75
AAPL,9/8/2019,49.8224975,50.6899975,50.2475025,50.325,6153361.5
AAPL,12/8/2019,49.7874975,50.5129025,50.12,49.905,5617147.25
AAPL,13/8/2019,50.2075,53.035,52.2425,50.255,11883796.5
AAPL,14/8/2019,50.646725,51.61,50.6875,50.79,9134670.75
AAPL,15/8/2019,49.9175,51.285,50.4350025,50.8650025,6969979
AAPL,16/8/2019,50.96,51.79,51.625,51.07,7201981.25
AAPL,19/8/2019,52.5062475,53.182675,52.5875025,52.655,6105601.75
AAPL,20/8/2019,52.5800025,53.3375025,52.59,52.72,6728282.25
AAPL,21/8/2019,52.9008,53.4124975,53.16,53.2475025,5390812
AAPL,22/8/2019,52.6875,53.60875,53.1150025,53.2975,5564328.75
AAPL,23/8/2019,50.25,53.0127475,50.66,52.3574975,11715961
AAPL,26/8/2019,51.264325,51.7975,51.6225025,51.465,6515782.5
AAPL,27/8/2019,50.8825,52.1375,51.04,51.965,6474011
AAPL,28/8/2019,50.8300025,51.43,51.3825,51.0250025,3987433
