Datetime,Tweet Id,Text,Username
2020-12-31 02:14:46+00:00,1344466998252736512,"Tomrrow’s #watchlist for #NYSE, #NASDAQ between $70 and $80: $ADS $AEM $BBIO $CDNA $CLGX $EDIT $EFA $FOUR $HZNP $MGA $MU $NET $PRU $PWR $RCL $RTX $SI $STT $TAL",simonstradeinc
2020-12-31 00:51:35+00:00,1344446066834485248,"$I $BIT $FIT
$EARN $AT $ADS
$BAM!",stockbard
2020-12-30 22:25:26+00:00,1344409284537446400,I mean even coins like $ads $Iota $ltc $vet $waves has not have so muce big MC like him and the are listed in many more exchanges and not sawted by the SEC https://t.co/gi48WO9mbr,BaroukhIdan
2020-12-30 21:21:56+00:00,1344393306512482304,"$STAY $MS $AXE $TWO $ADS $AGO
$AT $A $STAG
$YELP $MY $PAR",stockbard
2020-12-30 18:04:53+00:00,1344343718862737408,"@ValueStockGeek $ADS
They lend to “upper middle class. “But for some reason their charge off rate is  higher than the industry. 🤔That should have clued me in. Among other things. Lost 50%.",cloneinvestor
2020-12-30 17:51:50+00:00,1344340432482938880,"$FLOW $MS $FOE
$HE $STAY $HOT
$BWA! $ADS $ARE $BUD",stockbard
2020-12-30 12:56:52+00:00,1344266203557146624,"Just had a wonderful shower with this high-quality ""Ice Dive"" product from Adidas. Future looks bright. Adding more here $ADS https://t.co/ly7AvjqM06",statistaks
2020-12-30 12:11:08+00:00,1344254692042403840,"$PUM Puma, aprovechando la salida de Argentina de Nike $NKE y Adidas $ADS invertirá $400M para acaparar el mercado de indumentaria deportiva",H_01101000
2020-12-30 08:21:38+00:00,1344196935943643137,"$EAT $MS $ARC $OUT $A $FIG
$CRY $MS $AXE $FOR $ADS
$MET $MY $USA",stockbard
2020-12-30 05:22:06+00:00,1344151756020838401,"$HE $PAY $BIG
$AT $A $KEY
$BIT $AT $ADS",stockbard
2020-12-30 04:21:28+00:00,1344136499105845249,"$FOR $ADS
$YUM!
$EAT $AL",stockbard
2020-12-30 02:51:35+00:00,1344113876804186113,"$YUM! $ADS $ARE $ONE $STAR
$FLY $AIR $FOR $KEYS
$DATA $ARE $TWO $KEYS $AGO",stockbard
2020-12-30 02:22:17+00:00,1344106505981849601,"$ALL $ADS
$MR $USA
$DO $ONE $LOCK $OUT $ADS",stockbard
2020-12-30 01:52:01+00:00,1344098888995774464,"$IM $AT $ADS
$DANG! $I $FLOW $TOO $MAIN
$EARN $A $SHOP",stockbard
2020-12-29 22:21:54+00:00,1344046010331496453,"$DATA $ARE $TEN $ADS $AGO
$HUM $OUT $DATA
$IT $SEE $ACRE",stockbard
2020-12-29 19:21:56+00:00,1344000721537167361,"$I $AM $HOT
$IM $AT $A $RATE
$ADS $ARE $TEN $KEYS $TOO $HD",stockbard
2020-12-29 17:54:33+00:00,1343978730604142595,"$ADS 🇩🇪
En canal creciente, bajo linea de 300€, sobre la media 30 sesiones, la cual usa como soporte como en ocasiones anteriores.
En los 315 se encuentra la resistencia donde giró en marzo y zona que debería ir a probar como objetivo primario. Capital en posiciones compradoras https://t.co/brvYibDckR",Nivel_42
2020-12-29 16:21:33+00:00,1343955323476914181,"$ACE $MR $BID $FOR $HUBS
$I $EARN $LOW
$ALL $ADS $AGO",stockbard
2020-12-29 16:18:04+00:00,1343954446984818689,Free hot spot            $BTC $LTC $BCH $ETH $ETC $ZEN $XLM $XRP $ZEC $USDT $GAS $XRP $POWR $XLM $ICX $TRX $XVG $STRAT $FIL $OXT $LPT $LSK $OMG $DASH $ETHOS $VEN $ADS $ADX $RSR $DOGE $LEND $AMPL $MKR $UNI $DAI $LINK $IOTA $BNB $EOS $OMNI https://t.co/SNcpyH0fuF,hntrt1
2020-12-29 15:58:50+00:00,1343949609559683074,"Today Top Flow in #technology sector, Buy Flow &amp; Sell Flow $NVDA $CSCO $FFIV $ADSK $ADBE $ADS $TEL $MSI $VRSN $MA $AAPL $MSFT $MU $INTC $FISV $GOOG $V $FSLR $GOOGL $T #stock #stocks #StockMarket #Investment #investing https://t.co/Gr3YvQQ4OY https://t.co/RRIxjzNwl3",MITickWatcher
2020-12-29 15:51:33+00:00,1343947775206191105,"$TOO $BIG
$EEP! $IT $FLY $FOR $ADS
$DATA $ARE $MS $BEN",stockbard
2020-12-29 15:35:04+00:00,1343943626523459586,"Today Top Flow in #technology sector, Buy Flow &amp; Sell Flow $NVDA $CSCO $FB $FFIV $ADSK $ADBE $ADS $MSI $TEL $VRSN $AAPL $MSFT $MU $CRM $INTC $FISV $GOOG $FSLR $GOOGL $T #stock #stocks #StockMarket #Investment #investing https://t.co/5JE2nlrW3B https://t.co/Gy1qtGHpUr",MinteractApp
2020-12-29 12:51:57+00:00,1343902577474334722,"$HE $EARN $TWO $ADS $AGO
$TAP $TWO $CUBS $AGO
$MMM!",stockbard
2020-12-29 11:21:55+00:00,1343879919877709832,"$EEP! $HUBS $ARE $ALL
$OUT $ADS
$IT $TAP $AFT",stockbard
2020-12-29 10:21:36+00:00,1343864741522010112,"$DANG! $DATA $ARE $MR $NOAH
$ADS $ARE $ALL $FOR $A $CGI
$EFF $MS $MA $FOR $A $CAT",stockbard
2020-12-29 09:21:18+00:00,1343849566312017922,"$BAM! $HE $ACE $OUT $ADS
$OUT $DATA
$DANG!",stockbard
2020-12-29 07:51:48+00:00,1343827043188953089,"$IT $EFF $ONE
$ADS $ARE $MY $LEAF
$DANG!",stockbard
2020-12-29 05:28:23+00:00,1343790949877633024,"Compared to an average industry PE Ratio of 29.78, $ADS is valued rather cheaply. https://t.co/JCo2fuf43Y https://t.co/7ZXBq7fh1x",ChartMill
2020-12-29 03:51:13+00:00,1343766494958727168,"$IT $TAP $TEN $DATA $OUT $ADS
$ADS $ARE $FOR $MEN
$MS $ALLY",stockbard
2020-12-29 02:30:11+00:00,1343746103909482498,"Tomrrow’s #watchlist for #NYSE, #NASDAQ between $70 and $80: $ADS $ARNA $CDNA $EFA $IIVI $MGA $MTZ $MU $RCL $REGI $STT",simonstradeinc
2020-12-29 01:51:51+00:00,1343736458549604354,"$IT $MET $MR $MA $TEN $DATA $AGO
$I $SEE $AT $A $BRO
$I $AM $MR $TV $AT $ADS",stockbard
2020-12-28 23:51:54+00:00,1343706270440820737,"$EARN $JOE
$MMM! $ADS $ARE $TOO $LOW
$I $STAY $FOR $A $COG",stockbard
2020-12-28 21:22:01+00:00,1343668551056576512,"$IM $TEN $ADS $AGO
$AT $A $FOE
$HI! $HE $STAY $AT $SEAS",stockbard
2020-12-28 18:16:36+00:00,1343621889336422402,Nueva posición alcista en valor del EuroStoxx50: $ADS https://t.co/17AOfP2bUc https://t.co/ICb5HUjNdf,ATFinanzascom
2020-12-28 18:07:35+00:00,1343619621857996801,Nueva posición alcista en valor del DAX30: $ADS https://t.co/17AOfP2bUc https://t.co/SHGPlNHS7w,ATFinanzascom
2020-12-28 15:21:45+00:00,1343577886100484098,"$ADS $ARE $HOT
$MMM! $SEAS $ARE $ONE $GLOP
$DANG!",stockbard
2020-12-28 15:10:39+00:00,1343575093956456448,$BTC $LTC $BCH $ETH $ETC $ZEN $XLM $XRP $ZEC $USDT $GAS $XRP $POWR $XLM $ICX $TRX $XVG $STRAT $FIL $OXT $LPT $LSK $OMG $DASH $ETHOS $VEN $ADS $ADX $RSR $DOGE $LEND $AMPL $MKR $UNI $DAI $LINK $IOTA $BNB $EOS $OMNI https://t.co/T6aZA7kva3,hntrt1
2020-12-28 15:10:24+00:00,1343575030781902851,$BTC $LTC $BCH $ETH $ETC $ZEN $XLM $XRP $ZEC $USDT $GAS $XRP $POWR $XLM $ICX $TRX $XVG $STRAT $FIL $OXT $LPT $LSK $OMG $DASH $ETHOS $VEN $ADS $ADX $RSR $DOGE $LEND $AMPL $MKR $UNI $DAI $LINK $IOTA $BNB $EOS $OMNI https://t.co/gWTRTAUqwg,hntrt1
2020-12-28 15:10:09+00:00,1343574966361591809,$BTC $LTC $BCH $ETH $ETC $ZEN $XLM $XRP $ZEC $USDT $GAS $XRP $POWR $XLM $ICX $TRX $XVG $STRAT $FIL $OXT $LPT $LSK $OMG $DASH $ETHOS $VEN $ADS $ADX $RSR $DOGE $LEND $AMPL $MKR $UNI $DAI $LINK $IOTA $BNB $EOS $OMNI https://t.co/SNcpyH0fuF,hntrt1
2020-12-28 14:49:39+00:00,1343569807573098496,"If you missed it last night, make sure to check out the charts on the following stocks in our feed:

$NVDA
$AMD
$JKS 
$BAC
$AIZ
$M
$ADS
$PFG
$NIO",TrendSpider
2020-12-28 11:51:32+00:00,1343524983742619648,"$BWA! $HE $YELP $AT $ADS
$MMM! $I $AM $ALL $SEAS $AGO
$ONE $KEG",stockbard
2020-12-28 09:51:10+00:00,1343494694815363072,"$I $AM $ALL $ADS $AGO
$ALL
$HI! $KEYS $ARE $ALL $SEAS $AGO",stockbard
2020-12-28 09:22:47+00:00,1343487550502133760,"$DANG! $IM $TWO $ADS $AGO
$BAM!
$ONE $SON",stockbard
2020-12-28 07:22:18+00:00,1343457229152923648,"$OUT $ADS
$EARN $MY $BOX
$HE $SWAY $AT $A $GLOP",stockbard
2020-12-28 05:06:21+00:00,1343423016273915906,$ADS is valued rather cheaply when comparing its price book ratio the industry average of 4.45. https://t.co/JCo2fuf43Y https://t.co/WyqErKOZAz,ChartMill
2020-12-28 05:02:56+00:00,1343422157125079040,"$ADS #ADS Nice volume shelf candidate into next week!

https://t.co/e5u9vILaCq",TrendSpider
2020-12-28 03:26:51+00:00,1343397975440158733,"Potential day and swing trades.

$NET $ADS

#StocksToWatch #stocks #StockMarket #StocksToTrade #StocksToBuy #DayTrading #SwingTrading https://t.co/BAbj8AaZMp",GMachineTrading
2020-12-28 02:22:16+00:00,1343381725804691456,"$HE $BORN $MR $DAN
$FOR $ADS
$I $BIT $ONE $SHOP",stockbard
2020-12-28 01:51:30+00:00,1343373980716191745,"$SWAY $MR $KATE $FOR $DATA
$YUM! $ADS $ARE $AT $ADS
$I $AM $A $COUP $OUT $MEN",stockbard
2020-12-28 00:51:16+00:00,1343358821155164160,"$ADS $ARE $FIT
$HUM $FOR $A $TIME
$I $TAP $MR $ZEN $FOR $A $PAR",stockbard
2020-12-27 23:23:39+00:00,1343336774567931912,$BTC $LTC $BCH $ETH $ETC $ZEN $XLM $XRP $ZEC $USDT $GAS $XRP $POWR $XLM $ICX $TRX $XVG $STRAT $FIL $OXT $LPT $LSK $OMG $DASH $ETHOS $VEN $ADS $ADX $RSR $DOGE $LEND $AMPL $MKR $UNI $DAI $LINK $IOTA $BNB $EOS $OMNI https://t.co/pzCXcsQoOQ,hntrt1
2020-12-27 20:22:28+00:00,1343291179266412552,"$EEP!
$EAT $MY $ERA $TEN $ADS $AGO
$I $AM $EMO",stockbard
2020-12-27 19:45:21+00:00,1343281836965949445,"Monday Ideas. My watchlist for Monday includes big caps, small caps, momentum stocks and swings.
$SPY $MRNA $SNAP $ADS $FDX $MU $PRPO $ADTX $NETE $SPI

#توصيات #الاسهم #الأسهم_الأمريكية https://t.co/cQXRhuoci6",ajanahi9
2020-12-27 19:33:26+00:00,1343278837967286274,"@igiveuptrading $ADS is my kind of play, broken out of the downward trend, selling volume reducing, looks like its bottoming on MFI, making an inside candle. Couple more days and holding above 72 it should be making a move up.",sicktradr
2020-12-27 18:51:56+00:00,1343268392296476672,"$IT $PAY $ONE $FOR $A $PAR
$TAP $OUT $ADS
$MEN $ARE $MS $BIG $AT $A $COT",stockbard
2020-12-27 16:22:56+00:00,1343230898980999168,$ADS gonna blow this week!,GMachineTrading
2020-12-27 15:51:49+00:00,1343223067519164416,"$EEP! $I $AM $FOR $ADS
$I $AM $TWO $KEYS $AGO
$CRY $AXE $OUT $A $BOOT",stockbard
2020-12-27 15:41:16+00:00,1343220411245465600,@sicktradr $ENDP $ADS $TSM and $IQ. I’ve seen the set up on these two and thinking on buying on Monday.,GMachineTrading
2020-12-27 14:51:53+00:00,1343207983078109184,"$I $CRY $FOR $ADS
$BIT $AT $SEAS
$STAY $FOR $HUBS",stockbard
2020-12-27 13:21:43+00:00,1343185290853277703,"$I $ACE $AT $ADS
$AT $A $WAGE
$EFF $MR $AIR",stockbard
2020-12-27 12:51:22+00:00,1343177654745374721,"$I $BORN $FUN
$ADS $ARE $EMO
$BWA! $HE $MET $A $SUM",stockbard
2020-12-27 11:02:40+00:00,1343150298504826883,"$DPZ [28/03/2020]: https://t.co/mpQGIHEYYT

$INTC [30/03/2020]: https://t.co/RwZ7CpQFlH

$PEP [03/04/2020]: https://t.co/BSn0XX8Fgq

$TWTR [05/04/2020]: https://t.co/BSn0XX8Fgq

$ADS [17/04/2020]: https://t.co/pfsVOuMI7d",LuisMiguelValue
2020-12-27 10:21:26+00:00,1343139923910602763,"$BORN $FOR $ADS
$IM $TWO $CUBS $AGO
$DANG! $KEYS $ARE $FOR $ADS",stockbard
2020-12-27 08:51:40+00:00,1343117330428162049,"$HI! $I $AM $OUT $ADS
$HE $EAT $HD
$ATE $FOR $A $BOOT",stockbard
2020-12-27 06:22:25+00:00,1343079774001000450,"$TOO $EMO
$SEE $MS $OAK $TWO $ADS $AGO
$SWAY $FOR $A $COUP",stockbard
2020-12-27 05:51:34+00:00,1343072007932551169,"$HI! $KEYS $ARE $ALL $CUBS $AGO
$TWO $ADS $AGO
$YUM! $IM $MS $ESE",stockbard
2020-12-27 01:29:12+00:00,1343005983262572548,"Active swing positions: $FSR, $LCA, $NTNX. Watching these come week of 12/28 for a position: $HEAR, $HZO, $ADS, $CLSK, $SUNW. $SUNW has a magnitude target of 8$, $HZO is ATH and is exhaustion risk. $ADS potential PMG to 85.55$. #thestrat.",squeeze_T
2020-12-27 01:21:43+00:00,1343004097709006849,"$BAM! $ADS $ARE $AXE
$HE $ATE $TEN $HUBS $AGO
$FLY $AT $A $HIVE",stockbard
2020-12-26 11:51:55+00:00,1342800307152162818,"$BWA!
$OUT $A $FUR
$KEYS $ARE $MY $OAK $OUT $ADS",stockbard
2020-12-26 10:21:57+00:00,1342777664650805248,"$TAP $MR $MA
$FLOW $TEN $ADS $AGO
$YELP $FOR $A $LAD",stockbard
2020-12-26 08:21:20+00:00,1342747311638773760,"$IT $YELP $ONE $ALLY
$HUBS $ARE $ALL $ADS $FOR $KEYS
$IM $ONE",stockbard
2020-12-26 04:52:10+00:00,1342694673643687937,"$ADS $ARE $AT $A $BOX
$FLOW $MY $ESE $TOO $FIT
$BWA! $DATA $ARE $AT $SEAS",stockbard
2020-12-26 01:21:32+00:00,1342641663844368385,"$HUBS $ARE $ONE $GLOB $AT $A $STAR
$BIT $OUT $CUBS
$ALL $ADS $AGO",stockbard
2020-12-25 23:22:15+00:00,1342611644053147648,"$TEN
$HI! $HE $BIT $TWO
$MMM! $ADS $ARE $FOR $DATA",stockbard
2020-12-25 22:11:22+00:00,1342593808249331717,Stocks to watch Dec. 28 thru Dec. 31 $pLus $six $tndm $czr $goco $vie $pasg $twnk $ads $syx &amp; $TURN 180° Capital Corp. the catalyst https://t.co/MbzO6bgqGF https://t.co/2nisaSvlQC,Alexisoomoz
2020-12-25 20:22:45+00:00,1342566474075004932,"$FLOW $BEN
$STAY $TEN $ADS $AGO
$IM $OUT $A $CAB",stockbard
2020-12-25 18:00:00+00:00,1342530547709427712,"Only At:

https://t.co/zE8PngPXAZ

#luxury $LEVI #menswear $NKE #fashion $UA #style $PEZ #Mensfashion $LULU #dad $CPRI #gift $XRT #birthday #BradshawForbes $TJX $RL #party $HM $REZ #luxurylifestyle $LVMH #mens $ITX #MerryChristmas $RXI #shopping $ADS $ROSS #HappyHolidays $MC https://t.co/JnbCMUshyu",BradshawForbes1
2020-12-25 17:22:17+00:00,1342521058830770176,"$HI!
$I $AM $MY $PLOW $TWO $ADS $AGO
$HUBS $ARE $ONE",stockbard
2020-12-25 15:22:08+00:00,1342490821996781569,"$I $AM $MS $ERA
$I $AM $LOW
$IM $FOR $ADS",stockbard
2020-12-25 15:00:00+00:00,1342485249704550400,"Luxury Gifts!

https://t.co/zE8Pnh7yZz

#luxury $LEVI #menswear $NKE #fashion $UA #style $PEZ #Mensfashion $LULU #dad $CPRI #gift $XRT #birthday #BradshawForbes $TJX $RL #party $HM $REZ #luxurylifestyle $LVMH #mens $ITX #MerryChristmas $RXI #shopping $ADS $ROSS #HappyHolidays $MC https://t.co/i8U3rqcDvA",BradshawForbes1
2020-12-25 14:22:32+00:00,1342475820972052482,"$SEE $AT $ADS
$FLOW $TOO $FUN
$FLOW $MS $LAD",stockbard
2020-12-25 13:00:01+00:00,1342455054888890370,"Merry Christmas

https://t.co/zE8PngPXAZ

#luxury $LEVI #menswear $NKE #fashion $UA #style $PEZ #Mensfashion $LULU #dad $CPRI #gift $XRT #birthday #BradshawForbes $TJX $RL #party $HM $REZ #luxurylifestyle $LVMH #mens $ITX #MerryChristmas $RXI #shopping $ADS $ROSS #HappyHolidays https://t.co/zXCQIDxrrd",BradshawForbes1
2020-12-25 08:17:18+00:00,1342383906541207555,"@calvinfroedge I lost in my tanker play with $ADS and have learned my lession in shipping. You buy when there is blood in the streets and rates are turning like in tank now (bought FRO 2 days ago) and sell when you’re happy with profits, never mind trying to sell the spire! You’ll miss anyway!",tandsaet
2020-12-25 06:21:54+00:00,1342354867025813505,"$STAY $ERA
$HUM $ALL $ADS
$MMM! $I $AM $TOO $BIG",stockbard
2020-12-25 05:57:28+00:00,1342348718444523521,"Watch list for next week: $BABA $AAPL $FUBO
$GBTC $NIO $RKT $SKLZ $TAN $TIP $ADS $STIC $FLWS $TSNP https://t.co/uDtjHtBDMG",myinfo123
2020-12-25 03:50:59+00:00,1342316885820510208,"$ONE $EXAM
$YUM!
$BWA! $ADS $ARE $TOO $HOT",stockbard
2020-12-25 00:51:32+00:00,1342271725099167747,"$SWAY $TEN $MEN $AGO
$ADS $ARE $MY $AXE $FOR $MEN
$IM $MR $FIT",stockbard
2020-12-25 00:21:59+00:00,1342264292146601986,"$I $ACE $OUT $A $PEN
$HI! $I $AM $MR $RATE
$PAY $ALL $ADS",stockbard
2020-12-24 21:51:19+00:00,1342226374271115271,"$DANG! $DATA $ARE $AT $KEYS
$MS $USA
$ADS $ARE $AFT",stockbard
2020-12-24 20:22:07+00:00,1342203924258959361,"$OUT $MEN
$MMM! $I $YELP $A $COT
$ADS $ARE $TWO $CUBS $AGO",stockbard
2020-12-24 19:14:32+00:00,1342186919275286534,$ADS #Adidas ... Dropping Coverage Due to Analyst Departure: [...] https://t.co/9xJWT27HGG #equity #stocks https://t.co/xRzYdg72fr,ResearchPool
2020-12-24 18:00:02+00:00,1342168167292882946,"Only At:

https://t.co/zE8PngPXAZ

#luxury $LEVI #menswear $NKE #fashion $UA #style $PEZ #Mensfashion $LULU #dad $CPRI #gift $XRT #birthday #BradshawForbes $TJX $RL #party $HM $REZ #luxurylifestyle $LVMH #mens $ITX #MerryChristmas $RXI #shopping $ADS $ROSS #HappyHolidays $MC https://t.co/MyQeZVF0ls",BradshawForbes1
2020-12-24 17:51:46+00:00,1342166089845923842,"$HUM $MS $USA $FOR $HUBS
$I $FLOW $AT $ADS
$EFF $OUT $A $KEY",stockbard
2020-12-24 15:03:22+00:00,1342123711642664961,"#GSector #SELL WK51 $SC, $ADS, $FITB, $HBAN, $BAC, $RDN, $NTRS, $USB, $DFS, $PNC  #Financial #FinancialServices $FAS $FAZ $XLF $IYG #growthstocks #stocks #finance #investment https://t.co/zKPDI6Tw0R https://t.co/6b6L8nosH9",TradeFlags
2020-12-24 15:00:03+00:00,1342122876233641987,"Luxury Gifts!

https://t.co/zE8PngPXAZ

#luxury $LEVI #menswear $NKE #fashion $UA #style $PEZ #Mensfashion $LULU #dad $CPRI #gift $XRT #birthday #BradshawForbes $TJX $RL #party $HM $REZ #luxurylifestyle $LVMH #mens $ITX #MerryChristmas $RXI #shopping $ADS $ROSS #HappyHolidays $MC https://t.co/Tmd8oqIeRn",BradshawForbes1
2020-12-24 13:00:01+00:00,1342092667921063936,"Christmas Eve!!

https://t.co/zE8Pnh7yZz

#luxury $LEVI #menswear $NKE #fashion $UA #style $PEZ #Mensfashion $LULU #dad $CPRI #gift $XRT #birthday #BradshawForbes $TJX $RL #party $HM $REZ #luxurylifestyle $LVMH #mens $ITX #MerryChristmas $RXI #shopping $ADS $ROSS #HappyHolidays https://t.co/VV4KHUU9uR",BradshawForbes1
2020-12-24 10:53:37+00:00,1342060859481317379,"$BORN $OUT $CUBS
$I $ATE $FOR $ADS
$YUM!",stockbard
2020-12-24 03:51:42+00:00,1341954677311680513,"$MET $ONE $FOR $A $STAG
$I $SEE $MR $ERA $TWO $ADS $AGO
$HE $DO $MR $RAD $FOR $A $TIME",stockbard
2020-12-24 02:26:18+00:00,1341933188885704705,"Tomrrow’s #watchlist for #NYSE, #NASDAQ between $70 and $80: $ADS $EFA $JKS $MGA $NSTG $PINS $PRU $QCLN $RTX $STT",simonstradeinc
2020-12-24 01:51:41+00:00,1341924474627776516,"$I $AM $FOR $ADS
$BORN $MY $BRO $TOO $FIT
$BAM! $HE $TAP $FOR $HUBS",stockbard
2020-12-24 00:21:56+00:00,1341901888531427329,"$MMM! $HUBS $ARE $A $POT
$FLOW $SAM $OUT $ADS
$SEE $OUT $HUBS",stockbard
2020-12-23 23:25:20+00:00,1341887647367749632,Alliance Data Systems $ADS Price Target Increased to $90.00 by Analysts at Compass Point https://t.co/vNsXPt0sWx #markets,CFinancialNews
2020-12-23 23:21:50+00:00,1341886765150445569,"$MS $SID
$I $AM $MR $MAIN $AT $ADS
$ADS $ARE $RAD",stockbard
2020-12-23 21:51:36+00:00,1341864057603809281,"T/⤴️⤴️⤴️Dire Situation❣️during #Holidays2020⤴️⤴️⤴️

Of course, it would go MUCH better for #ReliefPH
if #MEDIA #Industry #News #Producers
would allow ANYTHING-#Philippines to be shown
to #USA #Voters #Consumers #Ratings $Ads

#Psychology #Analytics
#Gov #Legislation #Laws #Judges",STEM2Crisis
2020-12-23 20:21:57+00:00,1341841497570877440,"$HE $STAY $ONE $GRAM $TOO $FUN
$IM $AT $ADS
$I $AM $MS $OAK $OUT $SEAS",stockbard
2020-12-23 19:52:41+00:00,1341834130376585218,"$HI! $SEAS $ARE $MR $OAK
$TAP $ALL $AT $A $CUBE
$YELP $ONE $ALLY $TWO $ADS $AGO",stockbard
2020-12-23 18:10:05+00:00,1341808311176474624,Financial stocks climb the most in a month as Treasury yields rise $XLF $ADS https://t.co/XCSeuBocFF,newsfilterio
2020-12-23 18:00:00+00:00,1341805772225822728,"Only At:

https://t.co/zE8Pnh7yZz

#luxury $LEVI #menswear $NKE #fashion $UA #style $PEZ #Mensfashion $LULU #dad $CPRI #gift $XRT #birthday #BradshawForbes $TJX $RL #party $HM $REZ #luxurylifestyle $LVMH #mens $ITX #MerryChristmas $RXI #shopping $ADS $ROSS #HappyHolidays $MC https://t.co/O2rX3vhDrk",BradshawForbes1
2020-12-23 17:52:17+00:00,1341803830195998720,"$HI! $I $YELP $TWO $ADS $AGO
$HE $PAY $EMO
$IT $MET $FOR $KEYS",stockbard
2020-12-23 16:20:59+00:00,1341780855375597569,"Today Top Flow in #technology sector, Buy Flow &amp; Sell Flow $GOOGL $GOOG $QCOM $EA $KLAC $ADI $CSCO $ADS $FISV $FLIR $CRM $ORCL $INTC $NVDA $FB $MSFT $AAPL $LRCX $V $TXN #stock #stocks #StockMarket #Investment #investing https://t.co/5JE2nlrW3B https://t.co/69MLPGLs9R",MinteractApp
2020-12-23 16:15:03+00:00,1341779361461100547,"Notable gainers among liquid option names this morning include $XL (+49.9%), $RRC (+7.9%), $ADS (+7.6%), $MRO (+7.4%), and $OXY (+7.1%),",OptionAlert
2020-12-23 15:49:13+00:00,1341772860902223872,Where is money flowing today?  #MoneyFlow #StockMarket $MGNI $RIDE $FCEL $KC $SWN $VEDL $MNSO $MGA $LMND $HYLN $SPCE $NWG $TRQ $FANG $AZUL $FTI $MRO $ADs $LPL $MCRB $OXY $CUK $CNX $GNW $SYNA $WPX $BCS $OVV $M $CLR $EGO $DVN $TTM $SSL $EQT $SIX $APA $SBGI https://t.co/yQHEaJ9naJ https://t.co/pWPd24VE82,HedgeFundTips
2020-12-23 15:15:05+00:00,1341764271940587528,long $ADS   Feb 70 call for  7.7,mathieuadams2
