rp_entity_id,category,relevance,ess,rpna_date_utc
E87676,acquisition-acquirer,100,49,1/2/2019
EB61C4,unit-acquisition-acquirer,100,49,1/2/2019
EC8116,dividend,100,50,1/2/2019
ECD263,executive-appointment,100,54,1/2/2019
ED2A5E,conference-participant,100,50,1/2/2019
EF5BED,executive-resignation,100,44,1/2/2019
EF77A3,legal-issues-defendant,100,22,1/2/2019
F0B335,conference-participant,100,50,1/2/2019
F15E41,legal-issues-defendant,100,22,1/2/2019
F47871,conference-participant,100,50,1/2/2019
F4E992,earnings,100,50,1/2/2019
F5D059,dividend,100,50,1/2/2019
F6E248,conference-participant,100,50,1/2/2019
FB7724,conference-participant,100,50,1/2/2019
FDC7E6,buybacks,100,74,1/2/2019
FDC7E6,conference-call,100,50,1/2/2019
FDD3FC,conference-participant,100,50,1/2/2019
FE7A63,acquisition-completed-acquirer,100,49,1/2/2019
FF227B,conference-participant,100,50,1/2/2019
00326D,earnings,100,50,1/3/2019
9397,earnings,100,50,1/3/2019
01478A,earnings-guidance,100,50,1/3/2019
03542C,unit-acquisition-acquirer,100,49,1/3/2019
03D5F9,legal-issues-defendant,100,22,1/3/2019
03FAA6,conference-participant,100,50,1/3/2019
04EB2F,conference-participant,100,50,1/3/2019
078D52,dividend,100,50,1/3/2019
0A9D0A,legal-issues-defendant,100,22,1/3/2019
0CC62B,conference-call,100,50,1/3/2019
0F91FC,acquisition-completed-acquirer,100,49,1/3/2019
0F91FC,acquisition-completed-acquirer,100,49,1/3/2019
105D00,conference-call,100,50,1/3/2019
1080C0,conference-participant,100,50,1/3/2019
152AB9,conference-participant,100,50,1/3/2019
152FA5,conference-participant,100,50,1/3/2019
16C7F0,conference-call,100,50,1/3/2019
184988,conference-participant,100,50,1/3/2019
1AC649,executive-appointment,100,54,1/3/2019
1BC12C,executive-appointment,100,54,1/3/2019
1C2593,conference-participant,100,50,1/3/2019
1CD09C,conference-participant,100,50,1/3/2019
1CD4B5,conference-participant,100,50,1/3/2019
1DB6A6,asset-sale,100,62,1/3/2019
1E1125,conference-organizer,100,57,1/3/2019
1EBF8D,partnership,100,61,1/3/2019
1EBF8D,partnership,100,61,1/3/2019
1EBF8D,business-contract,100,69,1/3/2019
1F716B,business-contract,100,69,1/3/2019
221AD7,legal-issues-defendant,100,22,1/3/2019
22C58E,earnings,100,50,1/3/2019
250BEE,conference-call,100,50,1/3/2019
25A6CC,executive-appointment,100,54,1/3/2019
267718,clinical-trials-start,100,64,1/3/2019
267718,clinical-trials-start,100,64,1/3/2019
29A4CC,conference-call,100,50,1/3/2019
2CC71C,clinical-trials-start,100,64,1/3/2019
2D643C,conference-call,100,50,1/3/2019
2D76CE,earnings,100,50,1/3/2019
2D76CE,earnings,100,50,1/3/2019
2F7474,conference-call,100,50,1/3/2019
32DCB3,patent-awarded,100,72,1/3/2019
35557B,business-contract,100,69,1/3/2019
38C46F,dividend,100,50,1/3/2019
3E15F6,trading-halt,100,43,1/3/2019
3FACA7,partnership,100,61,1/3/2019
3FACA7,earnings,100,50,1/3/2019
4.00E+163,legal-issues-defendant,100,22,1/3/2019
4.00E+163,legal-issues-defendant,100,22,1/3/2019
416C55,award,100,58,1/3/2019
41785E,earnings,100,50,1/3/2019
434F38,earnings,100,50,1/3/2019
43A74A,conference-participant,100,50,1/3/2019
47752F,executive-resignation,100,44,1/3/2019
4A2457,business-contract,100,69,1/3/2019
4A6F00,business-contract,100,69,1/3/2019
4A6F00,investment-investor,100,55,1/3/2019
4B3555,earnings,100,50,1/3/2019
4B49CF,earnings,100,50,1/3/2019
4B49CF,earnings,100,50,1/3/2019
4E913D,partnership,100,61,1/3/2019
4EC4C1,conference-call,100,50,1/3/2019
514067,legal-issues-defendant,100,22,1/3/2019
550D01,executive-appointment,100,54,1/3/2019
56B7C1,dividend,100,50,1/3/2019
57CAAB,partnership,100,61,1/3/2019
58CA9A,product-release,100,64,1/3/2019
58CA9A,conference-organizer,100,57,1/3/2019
5968F9,conference-participant,100,50,1/3/2019
5DD486,conference-call,100,50,1/3/2019
619882,conference-organizer,100,57,1/3/2019
619882,conference-organizer,100,57,1/3/2019
619882,conference-organizer,100,57,1/3/2019
619882,conference-organizer,100,57,1/3/2019
619882,conference-organizer,100,57,1/3/2019
619882,conference-organizer,100,57,1/3/2019
619882,conference-organizer,100,57,1/3/2019
619882,conference-organizer,100,57,1/3/2019
619882,conference-organizer,100,57,1/3/2019
619882,conference-organizer,100,57,1/3/2019
619882,conference-organizer,100,57,1/3/2019
619882,conference-organizer,100,57,1/3/2019
619882,conference-organizer,100,57,1/3/2019
619882,conference-organizer,100,57,1/3/2019
619882,conference-organizer,100,57,1/3/2019
619882,conference-organizer,100,57,1/3/2019
619882,conference-organizer,100,57,1/3/2019
619882,conference-organizer,100,57,1/3/2019
619882,conference-organizer,100,57,1/3/2019
619882,conference-organizer,100,57,1/3/2019
619882,conference-organizer,100,57,1/3/2019
619882,conference-organizer,100,57,1/3/2019
619882,conference-organizer,100,57,1/3/2019
619882,conference-organizer,100,57,1/3/2019
619882,conference-organizer,100,57,1/3/2019
619882,conference-organizer,100,57,1/3/2019
619882,conference-organizer,100,57,1/3/2019
619882,conference-organizer,100,57,1/3/2019
619882,conference-organizer,100,57,1/3/2019
619882,conference-call,100,50,1/3/2019
619882,conference-organizer,100,57,1/3/2019
619882,conference-organizer,100,57,1/3/2019
619882,conference-organizer,100,57,1/3/2019
619882,conference-organizer,100,57,1/3/2019
636BBF,merger-completed,100,66,1/3/2019
665440,executive-appointment,100,54,1/3/2019
665D7D,conference-call,100,50,1/3/2019
665D7D,partnership,100,61,1/3/2019
67303E,conference-participant,100,50,1/3/2019
67303E,legal-issues-defendant,100,22,1/3/2019
67529E,conference-call,100,50,1/3/2019
6810DE,partnership,100,61,1/3/2019
69CE71,business-contract,100,69,1/3/2019
69CE71,dividend,100,50,1/3/2019
69E8E1,conference-call,100,50,1/3/2019
69E8E1,conference-call,100,50,1/3/2019
69E8E1,conference-call,100,50,1/3/2019
6CC55E,executive-appointment,100,54,1/3/2019
6-Dec-05,executive-appointment,100,54,1/3/2019
6.00E+19,business-contract,100,69,1/3/2019
701531,executive-appointment,100,54,1/3/2019
70FCEF,executive-appointment,100,54,1/3/2019
7255D2,conference-call,100,50,1/3/2019
762A3E,acquisition-completed-acquirer,100,49,1/3/2019
762A3E,acquisition-completed-acquirer,100,49,1/3/2019
76F067,settlement,100,56,1/3/2019
76F067,settlement,100,56,1/3/2019
76F067,conference-participant,100,50,1/3/2019
775439,earnings,100,50,1/3/2019
791EC1,unit-acquisition-acquirer,100,49,1/3/2019
7A3633,executive-appointment,100,54,1/3/2019
7A975D,earnings,100,50,1/3/2019
7A975D,earnings,100,50,1/3/2019
7AB859,partnership,100,61,1/3/2019
7AB859,partnership,100,61,1/3/2019
7AB859,partnership,100,61,1/3/2019
7B0BA6,business-contract,100,69,1/3/2019
7B8CB5,partnership,100,61,1/3/2019
7C4F43,conference-participant,100,50,1/3/2019
7E2DE6,earnings,100,50,1/3/2019
7FEEE1,conference-participant,100,50,1/3/2019
805CD8,conference-participant,100,50,1/3/2019
81EAD4,conference-participant,100,50,1/3/2019
8665BA,conference-call,100,50,1/3/2019
8EF425,earnings,100,50,1/3/2019
902670,conference-call,100,50,1/3/2019
92D757,conference-participant,100,50,1/3/2019
93965C,executive-appointment,100,54,1/3/2019
93965C,partnership,100,61,1/3/2019
94637C,earnings-per-share-guidance,100,50,1/3/2019
94637C,earnings-per-share-guidance,100,50,1/3/2019
94637C,acquisition-acquirer,100,49,1/3/2019
94637C,acquisition-acquirer,100,49,1/3/2019
94637C,acquisition-acquirer,100,49,1/3/2019
9.74E+08,partnership,100,61,1/3/2019
97FE80,conference-participant,100,50,1/3/2019
9D56F2,conference-call,100,50,1/3/2019
9D5FA4,executive-resignation,100,44,1/3/2019
9F6B1A,business-contract,100,69,1/3/2019
9F6B1A,business-contract,100,69,1/3/2019
9F6B1A,business-contract,100,69,1/3/2019
A26C26,conference-participant,100,50,1/3/2019
A3AAA5,executive-appointment,100,54,1/3/2019
A5A4F5,acquisition-acquirer,100,49,1/3/2019
A5DD24,conference-participant,100,50,1/3/2019
A6828A,partnership,100,61,1/3/2019
A75D43,conference-call,100,50,1/3/2019
AB4A7E,conference-participant,100,50,1/3/2019
AD375D,partnership,100,61,1/3/2019
B04426,patient-enrollment-complete,100,64,1/3/2019
B05118,partnership,100,61,1/3/2019
B08954,earnings,100,50,1/3/2019
B5766D,conference-call,100,50,1/3/2019
B604DF,earnings-guidance,100,50,1/3/2019
B604DF,acquisition-completed-acquirer,100,49,1/3/2019
B8A51F,executive-appointment,100,54,1/3/2019
B8EF97,legal-issues-defendant,100,22,1/3/2019
BB0787,campaign-ad-release,100,59,1/3/2019
BB0787,campaign-ad-release,100,59,1/3/2019
BB5142,earnings,100,50,1/3/2019
BDEC1E,conference-participant,100,50,1/3/2019
BE14CF,conference-call,100,50,1/3/2019
BEB756,conference-call,100,50,1/3/2019
C32A39,earnings-guidance,100,50,1/3/2019
C3F99F,conference-participant,100,50,1/3/2019
C564E4,conference-participant,100,50,1/3/2019
C598D7,executive-appointment,100,54,1/3/2019
C659EB,executive-appointment,100,54,1/3/2019
C941DC,partnership,100,61,1/3/2019
C98CDB,conference-participant,100,50,1/3/2019
CAD7D9,earnings,100,50,1/3/2019
CB89EA,conference-participant,100,50,1/3/2019
CC339B,earnings,100,50,1/3/2019
CC35BE,acquisition-completed-acquirer,100,49,1/3/2019
CC6F6E,conference-participant,100,50,1/3/2019
CFF97C,product-release,100,64,1/3/2019
D1173F,conference-call,100,50,1/3/2019
D21D8A,conference-call,100,50,1/3/2019
D48275,buybacks,100,74,1/3/2019
D4AC65,partnership,100,61,1/3/2019
D54E62,conference-call,100,50,1/3/2019
D78CCD,conference-call,100,50,1/3/2019
D8442A,legal-issues-defendant,100,22,1/3/2019
D8442A,legal-issues-defendant,100,22,1/3/2019
D8442A,legal-issues-defendant,100,22,1/3/2019
D8760C,conference-call,100,50,1/3/2019
DB7014,executive-appointment,100,54,1/3/2019
DB88A1,executive-appointment,100,54,1/3/2019
DC2F77,earnings,100,50,1/3/2019
DD0099,earnings,100,50,1/3/2019
E09E2B,legal-issues-defendant,100,22,1/3/2019
E09E2B,legal-issues-defendant,100,22,1/3/2019
E28D9C,conference-participant,100,50,1/3/2019
E5752F,conference-participant,100,50,1/3/2019
E71AE6,partnership,100,61,1/3/2019
E829E8,executive-appointment,100,54,1/3/2019
EB7FBF,dividend,100,50,1/3/2019
ED5171,earnings,100,50,1/3/2019
EEA6B3,unit-acquisition-completed-acquirer,100,49,1/3/2019
EF77A3,legal-issues-defendant,100,22,1/3/2019
F209B4,merger,100,66,1/3/2019
F294DD,earnings,100,50,1/3/2019
F30508,conference-participant,100,50,1/3/2019
F3EDB4,executive-appointment,100,54,1/3/2019
F4CDA3,unit-acquisition-acquirer,100,49,1/3/2019
F4D241,conference-participant,100,50,1/3/2019
F7935D,business-contract,100,69,1/3/2019
FA918D,executive-resignation,100,44,1/3/2019
FC01C0,conference-participant,100,50,1/3/2019
FC4550,dividend,100,50,1/3/2019
FD2565,conference-participant,100,50,1/3/2019
FDD3FC,clinical-trials-start,100,64,1/3/2019
FF4BA4,earnings,100,50,1/3/2019
FF6644,facility-upgrade,100,65,1/3/2019
01D03F,business-contract,100,69,1/4/2019
31025,earnings,100,50,1/4/2019
03D5F9,legal-issues-defendant,100,22,1/4/2019
48590,earnings,100,50,1/4/2019
09062E,conference-participant,100,50,1/4/2019
95294,legal-issues-defendant,100,22,1/4/2019
0A9D0A,legal-issues-defendant,100,22,1/4/2019
0C2A0D,conference-participant,100,50,1/4/2019
0F04E5,conference-participant,100,50,1/4/2019
14833D,legal-issues-defendant,100,22,1/4/2019
152E1D,legal-issues-defendant,100,22,1/4/2019
188394,conference-call,100,50,1/4/2019
1921DD,partnership,100,61,1/4/2019
1D5C51,conference-participant,100,50,1/4/2019
2082EA,clinical-trials-positive,100,87,1/4/2019
221AD7,legal-issues-defendant,100,22,1/4/2019
2667B6,earnings,100,50,1/4/2019
272704,acquisition-acquirer,100,49,1/4/2019
272704,acquisition-acquirer,100,49,1/4/2019
28DCA8,earnings-guidance,100,50,1/4/2019
2A1009,executive-resignation,100,44,1/4/2019
338544,conference-call,100,50,1/4/2019
33AD83,conference-participant,100,50,1/4/2019
37020C,dividend,100,50,1/4/2019
3E15F6,trading-resumed,100,58,1/4/2019
3EE65E,product-release,100,64,1/4/2019
4.00E+163,conference-call,100,50,1/4/2019
4.00E+163,legal-issues-defendant,100,22,1/4/2019
40F7DE,conference-call,100,50,1/4/2019
40F7DE,legal-issues-defendant,100,22,1/4/2019
42DC93,earnings,100,50,1/4/2019
442587,business-contract,100,69,1/4/2019
4A6F00,partnership,100,61,1/4/2019
4D8313,conference-call,100,50,1/4/2019
510EA1,conference-participant,100,50,1/4/2019
52BF94,conference-call,100,50,1/4/2019
5675EB,earnings,100,50,1/4/2019
57CAAB,fast-track-designation,100,81,1/4/2019
57CAAB,partnership,100,61,1/4/2019
57DDB9,conference-participant,100,50,1/4/2019
5BC2F4,earnings,100,50,1/4/2019
5CC29D,earnings,100,50,1/4/2019
619882,conference-organizer,100,57,1/4/2019
619882,conference-organizer,100,57,1/4/2019
619882,conference-organizer,100,57,1/4/2019
619882,conference-organizer,100,57,1/4/2019
619882,conference-organizer,100,57,1/4/2019
619882,conference-organizer,100,57,1/4/2019
619882,conference-organizer,100,57,1/4/2019
619882,conference-organizer,100,57,1/4/2019
619882,conference-organizer,100,57,1/4/2019
619882,conference-organizer,100,57,1/4/2019
619882,conference-organizer,100,57,1/4/2019
619882,conference-organizer,100,57,1/4/2019
627186,earnings,100,50,1/4/2019
66A667,dividend,100,50,1/4/2019
66A667,dividend,100,50,1/4/2019
6B6375,conference-participant,100,50,1/4/2019
70FCEF,executive-appointment,100,54,1/4/2019
719477,conference-call,100,50,1/4/2019
71B0CF,executive-appointment,100,54,1/4/2019
7B1E50,donation,100,54,1/4/2019
82B57E,conference-participant,100,50,1/4/2019
834152,executive-appointment,100,54,1/4/2019
877C0C,executive-appointment,100,54,1/4/2019
8D5145,earnings,100,50,1/4/2019
8E0E32,earnings,100,50,1/4/2019
8E4250,conference-call,100,50,1/4/2019
9196A2,conference-call,100,50,1/4/2019
940C3D,earnings,100,50,1/4/2019
958938,conference-participant,100,50,1/4/2019
95F59E,executive-appointment,100,54,1/4/2019
96A6CD,conference-participant,100,50,1/4/2019
9B730A,conference-participant,100,50,1/4/2019
9CE4C7,earnings,100,50,1/4/2019
9D3360,earnings,100,50,1/4/2019
9E5C2C,conference-call,100,50,1/4/2019
A01664,earnings,100,50,1/4/2019
A1E3B3,conference-participant,100,50,1/4/2019
A5195E,executive-appointment,100,54,1/4/2019
A5A4F5,acquisition-acquirer,100,49,1/4/2019
A871B0,conference-participant,100,50,1/4/2019
AB4A7E,partnership,100,61,1/4/2019
ADF092,earnings,100,50,1/4/2019
AFF7B4,conference-call,100,50,1/4/2019
B446B8,earnings,100,50,1/4/2019
B4528F,conference-participant,100,50,1/4/2019
B4703C,conference-call,100,50,1/4/2019
B54A74,conference-participant,100,50,1/4/2019
B762D3,earnings,100,50,1/4/2019
B83BCE,conference-participant,100,50,1/4/2019
B8EF97,legal-issues-defendant,100,22,1/4/2019
C062D4,conference-call,100,50,1/4/2019
C230FE,executive-appointment,100,54,1/4/2019
C27E19,earnings,100,50,1/4/2019
