rp_entity_id,category,relevance,ess,rpna_date_utc
903AB4,earnings,100,50,1/4/2021
903AB4,earnings,100,50,1/4/2021
92B625,conference-participant,100,50,1/4/2021
931AE7,conference-participant,100,50,1/4/2021
93965C,conference-participant,100,50,1/4/2021
94637C,conference-participant,100,50,1/4/2021
94637C,regulatory-product-approval-granted,100,81,1/4/2021
94637C,regulatory-product-approval-granted,100,81,1/4/2021
9470CC,award,100,58,1/4/2021
949D62,conference-participant,100,50,1/4/2021
9592FB,conference-participant,100,50,1/4/2021
96F126,conference-call,100,50,1/4/2021
9810C0,conference-call,100,50,1/4/2021
9934AD,acquisition-acquiree,100,76,1/4/2021
9934AD,acquisition-completed-acquiree,100,76,1/4/2021
9934AD,acquisition-regulatory-scrutiny-acquiree,100,38,1/4/2021
9934AD,legal-issues-defendant,100,22,1/4/2021
9978F1,conference-participant,100,50,1/4/2021
9B4066,unit-acquisition-acquirer,100,49,1/4/2021
9D30A8,acquisition-acquirer,100,49,1/4/2021
9D30A8,acquisition-acquirer,100,49,1/4/2021
9D56F2,conference-call,100,50,1/4/2021
9E5C2C,conference-call,100,50,1/4/2021
9EED50,conference-call,100,50,1/4/2021
9F37C5,dividend,100,50,1/4/2021
A26EF7,conference-participant,100,50,1/4/2021
A2C979,public-offering,100,43,1/4/2021
A3230E,conference-participant,100,50,1/4/2021
A43906,executive-appointment,100,54,1/4/2021
A5B913,earnings,100,50,1/4/2021
A60318,earnings,100,50,1/4/2021
A6828A,dividend,100,50,1/4/2021
A871B0,acquisition-acquiree,100,76,1/4/2021
A871B0,acquisition-acquiree,100,76,1/4/2021
AA5C8E,campaign-ad-release,100,59,1/4/2021
AABEA0,executive-appointment,100,54,1/4/2021
AABEA0,executive-appointment,100,54,1/4/2021
ABB493,conference-participant,100,50,1/4/2021
ADF092,partnership,100,61,1/4/2021
ADF092,partnership,100,61,1/4/2021
AEEB76,partnership,100,61,1/4/2021
AFDF2E,acquisition-acquirer,100,49,1/4/2021
B0D41A,public-offering,100,43,1/4/2021
B33E77,partnership,100,61,1/4/2021
B53C12,executive-appointment,100,54,1/4/2021
B604DF,conference-call,100,50,1/4/2021
B76C82,merger-completed,100,66,1/4/2021
B80AD1,conference-participant,100,50,1/4/2021
B8A51F,conference-participant,100,50,1/4/2021
C05839,acquisition-acquirer,100,49,1/4/2021
C05839,acquisition-acquirer,100,49,1/4/2021
C06EB6,conference-participant,100,50,1/4/2021
C2609A,acquisition-completed-acquiree,100,76,1/4/2021
C2DD02,conference-participant,100,50,1/4/2021
C45C1F,executive-appointment,100,54,1/4/2021
C5C0E9,conference-participant,100,50,1/4/2021
C5C137,executive-appointment,100,54,1/4/2021
C7AE14,dividend,100,50,1/4/2021
C81E00,conference-call,100,50,1/4/2021
C81E00,conference-call,100,50,1/4/2021
C97B2D,conference-participant,100,50,1/4/2021
CAB222,conference-participant,100,50,1/4/2021
CAC8D0,conference-participant,100,50,1/4/2021
CB89EA,conference-participant,100,50,1/4/2021
CC339B,earnings,100,50,1/4/2021
CD4DA8,executive-appointment,100,54,1/4/2021
CF073E,conference-participant,100,50,1/4/2021
CF6A5A,earnings,100,50,1/4/2021
D0C79E,executive-appointment,100,54,1/4/2021
D1588D,conference-participant,100,50,1/4/2021
D18AFC,partnership,100,61,1/4/2021
D18AFC,partnership,100,61,1/4/2021
D25249,executive-appointment,100,54,1/4/2021
D54E62,conference-call,100,50,1/4/2021
D5938F,clinical-trials,100,56,1/4/2021
D5938F,clinical-trials,100,56,1/4/2021
D6489C,acquisition-completed-acquirer,100,49,1/4/2021
D77F7E,executive-appointment,100,54,1/4/2021
D77F7E,executive-appointment,100,54,1/4/2021
DA199F,earnings,100,50,1/4/2021
DB5CA5,executive-appointment,100,54,1/4/2021
DB5CA5,dividend,100,50,1/4/2021
DBCA3F,acquisition-acquirer,100,49,1/4/2021
DBCA3F,acquisition-acquirer,100,49,1/4/2021
DC6AA0,legal-issues-defendant,100,22,1/4/2021
DD1BA1,unit-acquisition-acquiree,100,76,1/4/2021
DF1F7A,conference-call,100,50,1/4/2021
DF8855,executive-appointment,100,54,1/4/2021
DFADDB,patient-enrollment-complete,100,64,1/4/2021
DFADDB,patient-enrollment-complete,100,64,1/4/2021
E12A6E,earnings,100,50,1/4/2021
E1C16B,acquisition-completed-acquirer,100,49,1/4/2021
E21871,sponsorship,100,57,1/4/2021
E6C8DC,public-offering,100,43,1/4/2021
E829E8,conference-call,100,50,1/4/2021
E8846E,executive-appointment,100,54,1/4/2021
ECA300,conference-participant,100,50,1/4/2021
ECE814,conference-participant,100,50,1/4/2021
ED22DC,conference-participant,100,50,1/4/2021
ED9576,earnings,100,50,1/4/2021
F1529C,acquisition-completed-acquirer,100,49,1/4/2021
F1529C,acquisition-completed-acquirer,100,49,1/4/2021
F1529C,acquisition-completed-acquirer,100,49,1/4/2021
F1529C,acquisition-completed-acquirer,100,49,1/4/2021
F294DD,dividend,100,50,1/4/2021
F30508,conference-participant,100,50,1/4/2021
F3816D,conference-participant,100,50,1/4/2021
F47871,conference-participant,100,50,1/4/2021
F4CDA3,unit-acquisition-acquirer,100,49,1/4/2021
F4E992,conference-call,100,50,1/4/2021
F5D059,dividend,100,50,1/4/2021
F5D410,acquisition-acquirer,100,49,1/4/2021
F5D410,acquisition-acquirer,100,49,1/4/2021
F5D410,acquisition-acquirer,100,49,1/4/2021
F7D8AE,acquisition-completed-acquirer,100,49,1/4/2021
F9AA02,conference-participant,100,50,1/4/2021
FAAFA2,patient-enrollment-complete,100,64,1/4/2021
FC4550,dividend,100,50,1/4/2021
FD6926,conference-participant,100,50,1/4/2021
FD9526,executive-appointment,100,54,1/4/2021
00067A,earnings,100,50,1/5/2021
04EB2F,conference-participant,100,50,1/5/2021
56045,conference-participant,100,50,1/5/2021
75172,conference-participant,100,50,1/5/2021
078D52,dividend,100,50,1/5/2021
083F72,conference-call,100,50,1/5/2021
09062E,conference-participant,100,50,1/5/2021
091B6C,conference-participant,100,50,1/5/2021
095A04,conference-participant,100,50,1/5/2021
09DE1F,note-sale,100,52,1/5/2021
0BF198,conference-participant,100,50,1/5/2021
0CE204,conference-participant,100,50,1/5/2021
0FABBD,partnership,100,61,1/5/2021
12E454,earnings,100,50,1/5/2021
136B26,executive-appointment,100,54,1/5/2021
152FA5,conference-participant,100,50,1/5/2021
1782D5,note-sale,100,52,1/5/2021
1.79E+10,conference-call,100,50,1/5/2021
182BE7,conference-participant,100,50,1/5/2021
19CAC7,earnings,100,50,1/5/2021
1A2D9F,acquisition-interest-acquiree,100,82,1/5/2021
1A2D9F,acquisition-regulatory-scrutiny-acquiree,100,38,1/5/2021
1A2D9F,legal-issues-defendant,100,22,1/5/2021
1BC12C,revenues,100,50,1/5/2021
1BC12C,revenues,100,50,1/5/2021
1CD09C,conference-participant,100,50,1/5/2021
1D1B07,business-contract,100,69,1/5/2021
1D1B07,business-contract,100,69,1/5/2021
1D1B07,unit-acquisition-completed-acquiree,100,67,1/5/2021
1D943E,conference-participant,100,50,1/5/2021
1E7785,conference-participant,100,50,1/5/2021
1EBF8D,partnership,100,61,1/5/2021
1FAF22,conference-call,100,50,1/5/2021
223552,conference-participant,100,50,1/5/2021
22C58E,earnings,100,50,1/5/2021
232053,conference-participant,100,50,1/5/2021
23699B,conference-participant,100,50,1/5/2021
24C48B,partnership,100,61,1/5/2021
24FA23,conference-participant,100,50,1/5/2021
253604,conference-participant,100,50,1/5/2021
25D3CE,conference-participant,100,50,1/5/2021
2667B6,earnings,100,50,1/5/2021
2ABF77,conference-participant,100,50,1/5/2021
2ABF77,executive-appointment,100,54,1/5/2021
2C3348,conference-participant,100,50,1/5/2021
2FEA66,executive-appointment,100,54,1/5/2021
306623,stake-acquirer,100,48,1/5/2021
30DE64,conference-participant,100,50,1/5/2021
326EDD,conference-call,100,50,1/5/2021
370C50,conference-call,100,50,1/5/2021
37E18B,acquisition-completed-acquiree,100,76,1/5/2021
384CD3,partnership,100,61,1/5/2021
38C46F,dividend,100,50,1/5/2021
39BFF6,conference-call,100,50,1/5/2021
39FB23,acquisition-acquirer,100,49,1/5/2021
3AF7FD,conference-call,100,50,1/5/2021
3DDE54,earnings,100,50,1/5/2021
3F6A9C,legal-verdict-favored,100,78,1/5/2021
405762,conference-call,100,50,1/5/2021
408089,earnings,100,50,1/5/2021
416291,executive-appointment,100,54,1/5/2021
41785E,earnings,100,50,1/5/2021
42DC93,earnings,100,50,1/5/2021
434F38,conference-participant,100,50,1/5/2021
451D61,conference-participant,100,50,1/5/2021
453282,business-contract,100,69,1/5/2021
45BC35,acquisition-completed-acquirer,100,49,1/5/2021
4.60E+06,executive-appointment,100,54,1/5/2021
479930,conference-participant,100,50,1/5/2021
4A2457,conference-participant,100,50,1/5/2021
4BF3D6,conference-participant,100,50,1/5/2021
4C3FE9,conference-participant,100,50,1/5/2021
50070E,conference-organizer,100,57,1/5/2021
50070E,conference-organizer,100,57,1/5/2021
50070E,conference-organizer,100,57,1/5/2021
52015A,dividend,100,50,1/5/2021
53F491,earnings,100,50,1/5/2021
543C77,conference-participant,100,50,1/5/2021
546A9C,conference-call,100,50,1/5/2021
55438C,investment-investor,100,55,1/5/2021
56EA2B,public-offering,100,43,1/5/2021
59B229,earnings,100,50,1/5/2021
5A0FF1,conference-participant,100,50,1/5/2021
5B51D6,clinical-trials-start,100,64,1/5/2021
5B6C11,executive-appointment,100,54,1/5/2021
5D43A7,conference-call,100,50,1/5/2021
5F3E74,business-contract,100,69,1/5/2021
60AC34,executive-appointment,100,54,1/5/2021
6166D1,conference-call,100,50,1/5/2021
619882,conference-organizer,100,57,1/5/2021
619882,conference-organizer,100,57,1/5/2021
619882,conference-organizer,100,57,1/5/2021
619882,conference-organizer,100,57,1/5/2021
619882,conference-organizer,100,57,1/5/2021
619882,conference-organizer,100,57,1/5/2021
619882,conference-organizer,100,57,1/5/2021
619882,conference-organizer,100,57,1/5/2021
619882,conference-organizer,100,57,1/5/2021
619882,conference-organizer,100,57,1/5/2021
619882,conference-organizer,100,57,1/5/2021
619882,conference-organizer,100,57,1/5/2021
619882,conference-organizer,100,57,1/5/2021
619882,conference-organizer,100,57,1/5/2021
619882,conference-organizer,100,57,1/5/2021
619882,conference-organizer,100,57,1/5/2021
619882,conference-organizer,100,57,1/5/2021
619882,conference-organizer,100,57,1/5/2021
619882,conference-organizer,100,57,1/5/2021
619882,conference-organizer,100,57,1/5/2021
619882,conference-organizer,100,57,1/5/2021
619882,conference-organizer,100,57,1/5/2021
619882,conference-organizer,100,57,1/5/2021
619882,conference-organizer,100,57,1/5/2021
619882,conference-organizer,100,57,1/5/2021
619882,conference-organizer,100,57,1/5/2021
619882,conference-organizer,100,57,1/5/2021
619882,conference-organizer,100,57,1/5/2021
619882,conference-organizer,100,57,1/5/2021
619882,conference-organizer,100,57,1/5/2021
619882,conference-organizer,100,57,1/5/2021
619882,conference-organizer,100,57,1/5/2021
619882,conference-organizer,100,57,1/5/2021
619882,conference-organizer,100,57,1/5/2021
619882,conference-organizer,100,57,1/5/2021
619882,conference-organizer,100,57,1/5/2021
619882,conference-organizer,100,57,1/5/2021
619882,conference-organizer,100,57,1/5/2021
619882,conference-organizer,100,57,1/5/2021
619882,conference-organizer,100,57,1/5/2021
619882,conference-organizer,100,57,1/5/2021
619882,conference-organizer,100,57,1/5/2021
619882,conference-organizer,100,57,1/5/2021
619882,conference-organizer,100,57,1/5/2021
619882,conference-organizer,100,57,1/5/2021
619882,conference-organizer,100,57,1/5/2021
619882,conference-organizer,100,57,1/5/2021
619882,conference-organizer,100,57,1/5/2021
619882,conference-organizer,100,57,1/5/2021
619882,conference-organizer,100,57,1/5/2021
619882,conference-organizer,100,57,1/5/2021
619882,conference-organizer,100,57,1/5/2021
619882,conference-organizer,100,57,1/5/2021
619882,conference-organizer,100,57,1/5/2021
619882,conference-organizer,100,57,1/5/2021
619882,conference-organizer,100,57,1/5/2021
61A586,conference-participant,100,50,1/5/2021
61B81B,dividend,100,50,1/5/2021
620381,conference-participant,100,50,1/5/2021
62CDDE,reorganization-unit,100,53,1/5/2021
64636E,conference-participant,100,50,1/5/2021
64636E,conference-participant,100,50,1/5/2021
649CBD,executive-appointment,100,54,1/5/2021
68586A,acquisition-acquirer,100,49,1/5/2021
68AB62,conference-participant,100,50,1/5/2021
6A171E,partnership,100,61,1/5/2021
6CBF41,conference-participant,100,50,1/5/2021
6F3FA8,conference-participant,100,50,1/5/2021
70CA28,conference-participant,100,50,1/5/2021
717DB4,conference-participant,100,50,1/5/2021
7255D2,conference-call,100,50,1/5/2021
726EEA,executive-appointment,100,54,1/5/2021
75D689,conference-participant,100,50,1/5/2021
762A3E,executive-appointment,100,54,1/5/2021
7710F3,public-offering,100,43,1/5/2021
7A5097,acquisition-completed-acquirer,100,49,1/5/2021
7AB859,partnership,100,61,1/5/2021
7ADE57,acquisition-acquirer,100,49,1/5/2021
7B1E50,executive-appointment,100,54,1/5/2021
7DD584,conference-participant,100,50,1/5/2021
7FD8B9,conference-participant,100,50,1/5/2021
83B1C8,conference-participant,100,50,1/5/2021
862941,business-contract,100,69,1/5/2021
8665BA,conference-call,100,50,1/5/2021
8A0368,conference-participant,100,50,1/5/2021
8AB85C,conference-participant,100,50,1/5/2021
8C84DF,conference-call,100,50,1/5/2021
8D4486,executive-appointment,100,54,1/5/2021
8D4486,executive-appointment,100,54,1/5/2021
8D4486,executive-appointment,100,54,1/5/2021
8E0E32,asset-sale,100,62,1/5/2021
925759,conference-participant,100,50,1/5/2021
92D3A0,conference-call,100,50,1/5/2021
9.36E+10,business-contract,100,69,1/5/2021
957A07,conference-participant,100,50,1/5/2021
958938,conference-participant,100,50,1/5/2021
9592FB,legal-issues-defendant,100,22,1/5/2021
9592FB,legal-issues-defendant,100,22,1/5/2021
9592FB,legal-issues-defendant,100,22,1/5/2021
965360,earnings,100,50,1/5/2021
9673BD,executive-appointment,100,54,1/5/2021
9673BD,executive-appointment,100,54,1/5/2021
99028D,acquisition-completed-acquirer,100,49,1/5/2021
994468,executive-appointment,100,54,1/5/2021
9B71A7,executive-appointment,100,54,1/5/2021
9C8664,conference-call,100,50,1/5/2021
9CA4C6,conference-call,100,50,1/5/2021
9DDE1B,conference-participant,100,50,1/5/2021
9F048E,conference-participant,100,50,1/5/2021
9F18FA,acquisition-completed-acquirer,100,49,1/5/2021
9F18FA,acquisition-completed-acquirer,100,49,1/5/2021
9FB4B7,executive-appointment,100,54,1/5/2021
A23747,conference-participant,100,50,1/5/2021
A47F2E,earnings,100,50,1/5/2021
A49498,conference-participant,100,50,1/5/2021
A52533,conference-participant,100,50,1/5/2021
A7102F,stake-acquirer,100,48,1/5/2021
A7102F,stake-acquirer,100,48,1/5/2021
A761FE,conference-participant,100,50,1/5/2021
A868C9,conference-participant,100,50,1/5/2021
A8E72A,conference-participant,100,50,1/5/2021
A8FDE8,conference-participant,100,50,1/5/2021
AA1EAA,executive-appointment,100,54,1/5/2021
AE0CCE,executive-appointment,100,54,1/5/2021
AEEB76,conference-participant,100,50,1/5/2021
B290A2,conference-participant,100,50,1/5/2021
B4703C,conference-call,100,50,1/5/2021
B48D6A,executive-appointment,100,54,1/5/2021
B4B281,conference-participant,100,50,1/5/2021
B5766D,conference-call,100,50,1/5/2021
B60366,executive-appointment,100,54,1/5/2021
B83D67,conference-participant,100,50,1/5/2021
B840EF,conference-participant,100,50,1/5/2021
BDEC1E,conference-participant,100,50,1/5/2021
BE14CF,conference-call,100,50,1/5/2021
BE645B,conference-participant,100,50,1/5/2021
BFF98A,conference-participant,100,50,1/5/2021
C29E71,conference-participant,100,50,1/5/2021
C3DE7D,executive-appointment,100,54,1/5/2021
C45CE7,conference-participant,100,50,1/5/2021
C4A241,conference-call,100,50,1/5/2021
C501B6,conference-participant,100,50,1/5/2021
C564E4,conference-participant,100,50,1/5/2021
C5D2AE,earnings,100,50,1/5/2021
C6C702,conference-participant,100,50,1/5/2021
C7859D,dividend,100,50,1/5/2021
C81E00,acquisition-acquirer,100,49,1/5/2021
C81E00,acquisition-acquirer,100,49,1/5/2021
C85A72,public-offering,100,43,1/5/2021
C85A72,public-offering,100,43,1/5/2021
C8A059,conference-participant,100,50,1/5/2021
CBA33B,earnings,100,50,1/5/2021
CD051C,conference-participant,100,50,1/5/2021
CDD75E,conference-participant,100,50,1/5/2021
CE5664,conference-participant,100,50,1/5/2021
CEDFD5,legal-issues-defendant,100,22,1/5/2021
D13F1C,executive-resignation,100,44,1/5/2021
D13F1C,executive-resignation,100,44,1/5/2021
D13F1C,business-contract,100,69,1/5/2021
D13F1C,business-contract,100,69,1/5/2021
D33270,government-contract,100,69,1/5/2021
D6489C,partnership,100,61,1/5/2021
D8442A,executive-appointment,100,54,1/5/2021
D8760C,earnings,100,50,1/5/2021
DA0CB8,conference-call,100,50,1/5/2021
DA48E4,business-contract,100,69,1/5/2021
DB396B,legal-issues-defendant,100,22,1/5/2021
DBCA3F,acquisition-interest-acquirer,100,46,1/5/2021
DCD97F,legal-issues-defendant,100,22,1/5/2021
DE4924,acquisition-acquirer,100,49,1/5/2021
DF18E6,conference-participant,100,50,1/5/2021
DF532D,conference-call,100,50,1/5/2021
E06265,conference-participant,100,50,1/5/2021
E09556,conference-participant,100,50,1/5/2021
E1BD05,conference-participant,100,50,1/5/2021
E20392,conference-participant,100,50,1/5/2021
E28D9C,acquisition-completed-acquirer,100,49,1/5/2021
E41190,executive-appointment,100,54,1/5/2021
E5A3B6,conference-participant,100,50,1/5/2021
E754F0,conference-participant,100,50,1/5/2021
E8E899,conference-participant,100,50,1/5/2021
EB1E1A,conference-participant,100,50,1/5/2021
EB5E78,conference-participant,100,50,1/5/2021
ED1A74,conference-participant,100,50,1/5/2021
ED2A5E,conference-participant,100,50,1/5/2021
ED9C04,product-release,100,64,1/5/2021
EFA7B2,conference-participant,100,50,1/5/2021
F0B877,executive-appointment,100,54,1/5/2021
F18844,unit-acquisition-acquirer,100,49,1/5/2021
F1CD47,conference-participant,100,50,1/5/2021
F24FF0,conference-call,100,50,1/5/2021
F48947,conference-participant,100,50,1/5/2021
F4D241,conference-participant,100,50,1/5/2021
F7935D,conference-participant,100,50,1/5/2021
F7ADEB,conference-participant,100,50,1/5/2021
F7D8AE,acquisition-completed-acquirer,100,49,1/5/2021
FAAFA2,conference-participant,100,50,1/5/2021
FDD3FC,conference-participant,100,50,1/5/2021
FDE409,conference-participant,100,50,1/5/2021
FE7A63,earnings,100,50,1/5/2021
FEE4B0,earnings,100,50,1/5/2021
01478A,earnings,100,50,1/6/2021
0157B1,product-release,100,64,1/6/2021
0157B1,product-release,100,64,1/6/2021
0157B1,partnership,100,61,1/6/2021
01D03F,partnership,100,61,1/6/2021
03B431,conference-participant,100,50,1/6/2021
0560D8,conference-participant,100,50,1/6/2021
06EE79,product-release,100,64,1/6/2021
0B57D7,conference-call,100,50,1/6/2021
0E499E,conference-participant,100,50,1/6/2021
0F0693,conference-participant,100,50,1/6/2021
1065BC,executive-appointment,100,54,1/6/2021
1080C0,conference-participant,100,50,1/6/2021
119CB6,conference-call,100,50,1/6/2021
136B26,public-offering,100,43,1/6/2021
168A5D,executive-appointment,100,54,1/6/2021
184866,conference-participant,100,50,1/6/2021
1E68B3,executive-appointment,100,54,1/6/2021
1F716B,executive-appointment,100,54,1/6/2021
1F9258,index-listing,100,76,1/6/2021
223552,clinical-trials-start,100,64,1/6/2021
