rp_entity_id,category,relevance,ess,rpna_date_utc
AEF2C3,executive-appointment,100,54,1/2/2020
AFDF2E,legal-issues-defendant,100,22,1/2/2020
B290A2,conference-participant,100,50,1/2/2020
B303A6,legal-issues-defendant,100,22,1/2/2020
B303A6,legal-issues-defendant,100,22,1/2/2020
B7BBFF,executive-appointment,100,54,1/2/2020
B83D67,conference-participant,100,50,1/2/2020
B8F71F,executive-appointment,100,54,1/2/2020
BA218A,conference-call,100,50,1/2/2020
BB88B6,earnings,100,50,1/2/2020
BBAE2A,conference-call,100,50,1/2/2020
BDEC1E,conference-participant,100,50,1/2/2020
BEB756,conference-call,100,50,1/2/2020
C03C8B,conference-call,100,50,1/2/2020
C22BE8,facility-open,100,65,1/2/2020
C7AE14,dividend,100,50,1/2/2020
C97B2D,conference-call,100,50,1/2/2020
C9E107,earnings,100,50,1/2/2020
CA212F,executive-appointment,100,54,1/2/2020
CAD7D9,earnings,100,50,1/2/2020
CB89EA,conference-participant,100,50,1/2/2020
D09938,conference-call,100,50,1/2/2020
D21D8A,conference-call,100,50,1/2/2020
D501DC,conference-call,100,50,1/2/2020
D54E62,conference-call,100,50,1/2/2020
D8DA3D,legal-issues-defendant,100,22,1/2/2020
D93A25,business-contract,100,69,1/2/2020
D9E036,acquisition-completed-acquirer,100,49,1/2/2020
DD682D,executive-appointment,100,54,1/2/2020
DF1F7A,conference-call,100,50,1/2/2020
DF5F14,unit-acquisition-completed-acquirer,100,49,1/2/2020
DF6FDD,conference-participant,100,50,1/2/2020
E05DC8,acquisition-completed-acquirer,100,49,1/2/2020
E21871,settlement,100,56,1/2/2020
E30B34,conference-participant,100,50,1/2/2020
E30B34,conference-participant,100,50,1/2/2020
E6D89E,merger-failed,100,21,1/2/2020
E829E8,conference-call,100,50,1/2/2020
EB7FBF,dividend,100,50,1/2/2020
EC8116,dividend,100,50,1/2/2020
ECA300,acquisition-completed-acquirer,100,49,1/2/2020
ED5171,earnings,100,50,1/2/2020
EDD234,reorganization-unit-complete,100,74,1/2/2020
EE04F0,executive-appointment,100,54,1/2/2020
F15E41,unit-acquisition-completed-acquirer,100,49,1/2/2020
F15E41,unit-acquisition-completed-acquirer,100,49,1/2/2020
F1CD47,conference-participant,100,50,1/2/2020
F30508,conference-participant,100,50,1/2/2020
F5349B,executive-appointment,100,54,1/2/2020
F5A214,acquisition-completed-acquirer,100,49,1/2/2020
F5D059,dividend,100,50,1/2/2020
F721A7,executive-appointment,100,54,1/2/2020
F721A7,executive-appointment,100,54,1/2/2020
F80389,conference-call,100,50,1/2/2020
FC9A88,acquisition-completed-acquirer,100,49,1/2/2020
FD6926,conference-participant,100,50,1/2/2020
FDC7E6,buybacks,100,74,1/2/2020
FE1A1D,executive-appointment,100,54,1/2/2020
FF227B,conference-participant,100,50,1/2/2020
01478A,conference-call,100,50,1/3/2020
0BC853,acquisition-interest-acquirer,100,46,1/3/2020
152E1D,legal-issues-defendant,100,22,1/3/2020
1A5D5D,legal-issues-defendant,100,22,1/3/2020
1EBF8D,conference-call,100,50,1/3/2020
250BEE,conference-call,100,50,1/3/2020
25A6CC,legal-issues-defendant,100,22,1/3/2020
29A4CC,conference-call,100,50,1/3/2020
2D643C,conference-call,100,50,1/3/2020
2F7A7E,conference-call,100,50,1/3/2020
30DFD3,conference-call,100,50,1/3/2020
31F25C,conference-call,100,50,1/3/2020
3301B7,acquisition-completed-acquirer,100,49,1/3/2020
338544,conference-call,100,50,1/3/2020
366A08,executive-appointment,100,54,1/3/2020
3.88E+02,dividend,100,50,1/3/2020
38C46F,dividend,100,50,1/3/2020
3A3447,facility-open,100,65,1/3/2020
3D7971,acquisition-completed-acquirer,100,49,1/3/2020
4.03E+05,award,100,58,1/3/2020
408089,earnings,100,50,1/3/2020
41EC04,legal-issues-defendant,100,22,1/3/2020
42AABD,partnership,100,61,1/3/2020
4A5C8D,earnings,100,50,1/3/2020
4D8313,unit-acquisition-acquirer,100,49,1/3/2020
4E4E75,conference-participant,100,50,1/3/2020
52BF94,conference-call,100,50,1/3/2020
5A0FF1,conference-participant,100,50,1/3/2020
5BC2F4,conference-call,100,50,1/3/2020
5CC29D,earnings,100,50,1/3/2020
5F9CE3,conference-participant,100,50,1/3/2020
619882,conference-organizer,100,57,1/3/2020
619882,conference-organizer,100,57,1/3/2020
619882,conference-organizer,100,57,1/3/2020
619882,conference-organizer,100,57,1/3/2020
619882,conference-organizer,100,57,1/3/2020
619882,conference-organizer,100,57,1/3/2020
619882,conference-organizer,100,57,1/3/2020
619882,conference-organizer,100,57,1/3/2020
619882,conference-organizer,100,57,1/3/2020
619882,conference-call,100,50,1/3/2020
619882,conference-organizer,100,57,1/3/2020
619882,conference-organizer,100,57,1/3/2020
619882,conference-organizer,100,57,1/3/2020
619882,conference-organizer,100,57,1/3/2020
665D7D,conference-participant,100,50,1/3/2020
67529E,conference-call,100,50,1/3/2020
68BA15,conference-call,100,50,1/3/2020
69E8E1,legal-issues-defendant,100,22,1/3/2020
7ACFD4,conference-participant,100,50,1/3/2020
7B9AFA,conference-participant,100,50,1/3/2020
7D85A9,conference-participant,100,50,1/3/2020
8665BA,conference-participant,100,50,1/3/2020
873DB9,conference-participant,100,50,1/3/2020
8A8E41,unit-acquisition-acquirer,100,49,1/3/2020
8BAA15,conference-participant,100,50,1/3/2020
8DCF18,conference-participant,100,50,1/3/2020
8E4250,conference-call,100,50,1/3/2020
9196A2,conference-call,100,50,1/3/2020
949625,conference-call,100,50,1/3/2020
97FE80,executive-appointment,100,54,1/3/2020
A49498,ipo-considered,100,60,1/3/2020
A5195E,conference-participant,100,50,1/3/2020
A79F7D,public-offering,100,43,1/3/2020
AFDF2E,legal-issues-defendant,100,22,1/3/2020
B13B68,acquisition-completed-acquirer,100,49,1/3/2020
B303A6,legal-issues-defendant,100,22,1/3/2020
B4703C,conference-call,100,50,1/3/2020
B762D3,earnings,100,50,1/3/2020
BA0442,conference-participant,100,50,1/3/2020
BB5142,conference-call,100,50,1/3/2020
BC5680,legal-issues-defendant,100,22,1/3/2020
BCC55F,conference-participant,100,50,1/3/2020
BE5935,conference-participant,100,50,1/3/2020
BE86A1,executive-appointment,100,54,1/3/2020
BE86A1,executive-appointment,100,54,1/3/2020
BFEA04,executive-appointment,100,54,1/3/2020
C27E19,earnings,100,50,1/3/2020
C5C0E9,conference-participant,100,50,1/3/2020
D5AF19,earnings,100,50,1/3/2020
D90F43,acquisition-completed-acquirer,100,49,1/3/2020
DB5CA5,dividend,100,50,1/3/2020
DC2F77,earnings,100,50,1/3/2020
DF42A0,acquisition-completed-acquirer,100,49,1/3/2020
EB5E78,conference-participant,100,50,1/3/2020
EC99D0,executive-appointment,100,54,1/3/2020
F4E882,legal-issues-defendant,100,22,1/3/2020
F4E992,conference-call,100,50,1/3/2020
FC4550,dividend,100,50,1/3/2020
FEC475,legal-issues-defendant,100,22,1/3/2020
2E1322,legal-issues-defendant,100,22,1/4/2020
5FF95F,earnings,100,50,1/4/2020
BC5680,legal-issues-defendant,100,22,1/4/2020
225CA2,business-contract-terminated,100,31,1/5/2020
4BEB48,product-release,100,64,1/5/2020
6D3F35,product-release,100,64,1/5/2020
6D3F35,product-release,100,64,1/5/2020
00067A,earnings,100,50,1/6/2020
002A99,executive-appointment,100,54,1/6/2020
00326D,conference-call,100,50,1/6/2020
0157B1,partnership,100,61,1/6/2020
0157B1,partnership,100,61,1/6/2020
31025,earnings,100,50,1/6/2020
033B58,partnership,100,61,1/6/2020
03CF95,acquisition-completed-acquirer,100,49,1/6/2020
04EB2F,conference-participant,100,50,1/6/2020
61366,settlement,100,56,1/6/2020
0919B1,executive-resignation,100,44,1/6/2020
099C88,business-contract,100,69,1/6/2020
0F0693,conference-participant,100,50,1/6/2020
0F2BC9,conference-call,100,50,1/6/2020
1080C0,executive-appointment,100,54,1/6/2020
1151F4,conference-call,100,50,1/6/2020
139303,merger-completed,100,66,1/6/2020
159AE4,facility-sale,100,52,1/6/2020
16FC89,earnings,100,50,1/6/2020
1.79E+10,conference-call,100,50,1/6/2020
17EDA5,product-release,100,64,1/6/2020
184866,clinical-trials-start,100,64,1/6/2020
1880C5,clinical-trials,100,56,1/6/2020
1A2D9F,earnings,100,50,1/6/2020
1A5D5D,legal-issues-defendant,100,22,1/6/2020
1BDB2A,conference-participant,100,50,1/6/2020
1D5C51,conference-participant,100,50,1/6/2020
1D943E,conference-participant,100,50,1/6/2020
1DB6A6,executive-resignation,100,44,1/6/2020
1E1125,conference-organizer,100,57,1/6/2020
1EBF8D,partnership,100,61,1/6/2020
20BEEA,conference-call,100,50,1/6/2020
225CA2,fundraising,100,64,1/6/2020
225CA2,fundraising,100,64,1/6/2020
227D48,acquisition-completed-acquirer,100,49,1/6/2020
228D42,partnership,100,61,1/6/2020
228D42,partnership,100,61,1/6/2020
2667B6,earnings,100,50,1/6/2020
28DCA8,earnings-guidance,100,50,1/6/2020
2A1009,conference-participant,100,50,1/6/2020
2A9C0A,conference-call,100,50,1/6/2020
2B8179,clinical-trials-start,100,64,1/6/2020
2F1299,executive-appointment,100,54,1/6/2020
2F5256,conference-call,100,50,1/6/2020
30DE64,clinical-trials-positive,100,87,1/6/2020
3.14E+47,earnings,100,50,1/6/2020
32F943,conference-participant,100,50,1/6/2020
367E1C,conference-participant,100,50,1/6/2020
3A3447,facility-open,100,65,1/6/2020
3AAEAE,executive-appointment,100,54,1/6/2020
3ACF46,business-contract,100,69,1/6/2020
3AF7FD,conference-call,100,50,1/6/2020
3C3B6B,conference-participant,100,50,1/6/2020
3EE65E,conference-participant,100,50,1/6/2020
401072,clinical-trials-start,100,64,1/6/2020
41EC04,legal-issues-defendant,100,22,1/6/2020
41EC04,legal-issues-defendant,100,22,1/6/2020
42DC93,earnings,100,50,1/6/2020
434F38,conference-participant,100,50,1/6/2020
43A060,conference-participant,100,50,1/6/2020
467F2C,conference-participant,100,50,1/6/2020
4A6F00,award,100,58,1/6/2020
4F9926,product-release,100,64,1/6/2020
4F9926,product-release,100,64,1/6/2020
513A86,executive-appointment,100,54,1/6/2020
52015A,dividend,100,50,1/6/2020
546A27,orphan-drug-designation,100,76,1/6/2020
546A9C,partnership,100,61,1/6/2020
55438C,business-contract,100,69,1/6/2020
5546DA,market-entry,100,57,1/6/2020
56EA2B,public-offering,100,43,1/6/2020
57A854,executive-appointment,100,54,1/6/2020
586BD7,conference-participant,100,50,1/6/2020
594402,conference-participant,100,50,1/6/2020
59B229,earnings,100,50,1/6/2020
59DB8C,conference-participant,100,50,1/6/2020
5B3FA2,conference-participant,100,50,1/6/2020
5C2A47,product-release,100,64,1/6/2020
5D41E4,partnership,100,61,1/6/2020
5D41E4,partnership,100,61,1/6/2020
5D41E4,partnership,100,61,1/6/2020
5EC388,earnings,100,50,1/6/2020
5F3D91,executive-appointment,100,54,1/6/2020
619882,conference-organizer,100,57,1/6/2020
619882,conference-organizer,100,57,1/6/2020
619882,conference-organizer,100,57,1/6/2020
619882,conference-organizer,100,57,1/6/2020
619882,conference-organizer,100,57,1/6/2020
619882,conference-organizer,100,57,1/6/2020
619882,conference-organizer,100,57,1/6/2020
619882,conference-organizer,100,57,1/6/2020
619882,conference-organizer,100,57,1/6/2020
619882,conference-organizer,100,57,1/6/2020
619882,conference-organizer,100,57,1/6/2020
619882,conference-organizer,100,57,1/6/2020
619882,conference-organizer,100,57,1/6/2020
619882,conference-organizer,100,57,1/6/2020
619882,conference-organizer,100,57,1/6/2020
619882,conference-organizer,100,57,1/6/2020
619882,conference-organizer,100,57,1/6/2020
619882,conference-organizer,100,57,1/6/2020
619882,conference-organizer,100,57,1/6/2020
619882,conference-organizer,100,57,1/6/2020
619882,conference-organizer,100,57,1/6/2020
619882,conference-organizer,100,57,1/6/2020
619882,conference-organizer,100,57,1/6/2020
619882,conference-organizer,100,57,1/6/2020
619882,conference-organizer,100,57,1/6/2020
619882,conference-organizer,100,57,1/6/2020
619882,conference-organizer,100,57,1/6/2020
619882,conference-organizer,100,57,1/6/2020
619882,conference-organizer,100,57,1/6/2020
619882,conference-organizer,100,57,1/6/2020
619882,conference-organizer,100,57,1/6/2020
619882,conference-organizer,100,57,1/6/2020
619882,conference-organizer,100,57,1/6/2020
619882,conference-organizer,100,57,1/6/2020
619882,conference-organizer,100,57,1/6/2020
619882,conference-organizer,100,57,1/6/2020
619882,conference-organizer,100,57,1/6/2020
619882,conference-organizer,100,57,1/6/2020
619882,conference-organizer,100,57,1/6/2020
619882,conference-organizer,100,57,1/6/2020
619882,conference-organizer,100,57,1/6/2020
619882,conference-organizer,100,57,1/6/2020
619882,conference-organizer,100,57,1/6/2020
619882,conference-organizer,100,57,1/6/2020
619882,conference-organizer,100,57,1/6/2020
619882,conference-organizer,100,57,1/6/2020
619882,conference-organizer,100,57,1/6/2020
619882,conference-organizer,100,57,1/6/2020
619882,conference-organizer,100,57,1/6/2020
619882,conference-organizer,100,57,1/6/2020
619882,conference-organizer,100,57,1/6/2020
620381,conference-participant,100,50,1/6/2020
622DBE,campaign-ad-release,100,59,1/6/2020
627186,conference-participant,100,50,1/6/2020
6474BA,earnings,100,50,1/6/2020
651C85,conference-participant,100,50,1/6/2020
66A667,award,100,58,1/6/2020
68E6E9,earnings,100,50,1/6/2020
69345C,product-release,100,64,1/6/2020
69345C,product-release,100,64,1/6/2020
69345C,product-release,100,64,1/6/2020
6CBF41,conference-participant,100,50,1/6/2020
6D0CAB,acquisition-acquirer,100,49,1/6/2020
6D9ECA,fast-track-designation,100,81,1/6/2020
6DDA15,legal-issues-defendant,100,22,1/6/2020
719477,conference-call,100,50,1/6/2020
71E2EF,unit-acquisition-acquiree,100,76,1/6/2020
7255D2,business-contract,100,69,1/6/2020
72FCA3,award,100,58,1/6/2020
7823A3,partnership,100,61,1/6/2020
787D14,executive-appointment,100,54,1/6/2020
787D14,executive-appointment,100,54,1/6/2020
789ADD,earnings,100,50,1/6/2020
78F9ED,supply-decrease,100,28,1/6/2020
790C34,partnership,100,61,1/6/2020
790C34,partnership,100,61,1/6/2020
79340A,earnings,100,50,1/6/2020
7AF907,patient-enrollment-complete,100,64,1/6/2020
7F3669,conference-participant,100,50,1/6/2020
804708,hirings,100,65,1/6/2020
819492,conference-participant,100,50,1/6/2020
82B57E,conference-participant,100,50,1/6/2020
83066C,conference-participant,100,50,1/6/2020
830BDB,conference-participant,100,50,1/6/2020
862941,conference-participant,100,50,1/6/2020
87486A,conference-call,100,50,1/6/2020
88193E,conference-participant,100,50,1/6/2020
8A8E41,partnership,100,61,1/6/2020
8A8E41,partnership,100,61,1/6/2020
8BAA15,earnings-guidance,100,50,1/6/2020
8E93A4,conference-call,100,50,1/6/2020
8E93A4,conference-call,100,50,1/6/2020
911AB8,dividend-guidance-up,100,83,1/6/2020
925759,conference-participant,100,50,1/6/2020
92D230,executive-appointment,100,54,1/6/2020
931AE7,conference-participant,100,50,1/6/2020
934029,conference-participant,100,50,1/6/2020
93AD2E,earnings,100,50,1/6/2020
94637C,conference-participant,100,50,1/6/2020
9592FB,asset-sale,100,62,1/6/2020
9.62E+76,earnings,100,50,1/6/2020
96F126,business-contract,100,69,1/6/2020
97644E,product-release,100,64,1/6/2020
9978F1,executive-appointment,100,54,1/6/2020
9A2760,conference-participant,100,50,1/6/2020
9AF3DC,conference-call,100,50,1/6/2020
9C5174,earnings,100,50,1/6/2020
9D3360,earnings,100,50,1/6/2020
9D5FA4,executive-appointment,100,54,1/6/2020
9E5C2C,conference-call,100,50,1/6/2020
9EED50,conference-call,100,50,1/6/2020
9F03CF,conference-call,100,50,1/6/2020
9F048E,conference-participant,100,50,1/6/2020
A204A7,conference-participant,100,50,1/6/2020
A26C26,conference-participant,100,50,1/6/2020
A5628C,earnings,100,50,1/6/2020
A5A4F5,partnership,100,61,1/6/2020
A6FE1C,unit-acquisition-acquirer,100,49,1/6/2020
A7A0C8,executive-appointment,100,54,1/6/2020
A99576,conference-call,100,50,1/6/2020
AADE0B,stake-acquirer,100,48,1/6/2020
AB4A7E,conference-participant,100,50,1/6/2020
AEBB80,conference-participant,100,50,1/6/2020
AEFC90,executive-appointment,100,54,1/6/2020
B0998E,index-listing,100,76,1/6/2020
B2DAF6,conference-participant,100,50,1/6/2020
B303A6,legal-issues-defendant,100,22,1/6/2020
B33E77,clinical-trials,100,56,1/6/2020
B33E77,clinical-trials,100,56,1/6/2020
B4C673,acquisition-acquirer,100,49,1/6/2020
B4C673,acquisition-acquirer,100,49,1/6/2020
B6082A,conference-call,100,50,1/6/2020
B83BCE,earnings,100,50,1/6/2020
B83D67,settlement,100,56,1/6/2020
B840EF,conference-participant,100,50,1/6/2020
BA218A,executive-appointment,100,54,1/6/2020
BBF349,product-release,100,64,1/6/2020
BC5680,legal-issues-defendant,100,22,1/6/2020
BD9668,conference-call,100,50,1/6/2020
BDEC1E,public-offering,100,43,1/6/2020
BFEA04,executive-appointment,100,54,1/6/2020
C01737,partnership,100,61,1/6/2020
C0BA36,award,100,58,1/6/2020
C188F8,product-release,100,64,1/6/2020
C230FE,earnings,100,50,1/6/2020
C4A241,conference-call,100,50,1/6/2020
C50B26,acquisition-acquirer,100,49,1/6/2020
C50B26,acquisition-acquirer,100,49,1/6/2020
C5D2AE,earnings,100,50,1/6/2020
C5E100,conference-participant,100,50,1/6/2020
C62AA4,unit-acquisition-acquirer,100,49,1/6/2020
C7859D,dividend,100,50,1/6/2020
C81E00,conference-call,100,50,1/6/2020
C81E00,conference-call,100,50,1/6/2020
CAB222,conference-participant,100,50,1/6/2020
CAD7D9,legal-issues-defendant,100,22,1/6/2020
CB89EA,product-release,100,64,1/6/2020
CC8F6E,conference-participant,100,50,1/6/2020
CDFCC9,conference-participant,100,50,1/6/2020
CE5664,earnings,100,50,1/6/2020
CF073E,conference-participant,100,50,1/6/2020
CF6A5A,executive-resignation,100,44,1/6/2020
CF9054,business-contract,100,69,1/6/2020
D0909F,earnings-guidance,100,50,1/6/2020
D1C26F,conference-participant,100,50,1/6/2020
D36B23,conference-participant,100,50,1/6/2020
D63B0F,investment-investor,100,55,1/6/2020
D721C6,facility-open,100,65,1/6/2020
D721C6,facility-open,100,65,1/6/2020
D77F7E,asset-sale,100,62,1/6/2020
D77F7E,asset-sale,100,62,1/6/2020
D8760C,conference-call,100,50,1/6/2020
D90F43,partnership,100,61,1/6/2020
D90F43,partnership,100,61,1/6/2020
D90F43,partnership,100,61,1/6/2020
DA0CB8,conference-call,100,50,1/6/2020
DBB28E,partnership,100,61,1/6/2020
DC2F77,note-sale,100,52,1/6/2020
DC5299,conference-call,100,50,1/6/2020
DD1BA1,unit-acquisition-acquiree,100,76,1/6/2020
DD1BA1,unit-acquisition-acquiree,100,76,1/6/2020
DD1BA1,facility-upgrade,100,65,1/6/2020
DD9E41,conference-participant,100,50,1/6/2020
E00373,partnership,100,61,1/6/2020
E06265,conference-participant,100,50,1/6/2020
E0D3BA,earnings,100,50,1/6/2020
E12A6E,earnings,100,50,1/6/2020
E28D9C,business-contract,100,69,1/6/2020
E592F0,conference-participant,100,50,1/6/2020
E598FB,executive-appointment,100,54,1/6/2020
E67C2C,conference-participant,100,50,1/6/2020
E68E62,conference-participant,100,50,1/6/2020
E7BF32,clinical-trials,100,56,1/6/2020
E8B315,conference-call,100,50,1/6/2020
E8E899,conference-participant,100,50,1/6/2020
EB1E1A,conference-participant,100,50,1/6/2020
EB7FBF,earnings,100,50,1/6/2020
ED2A5E,conference-participant,100,50,1/6/2020
EE6F1C,government-contract,100,69,1/6/2020
EEB5F9,conference-participant,100,50,1/6/2020
F18844,partnership,100,61,1/6/2020
F1CD47,earnings,100,50,1/6/2020
F5D410,conference-participant,100,50,1/6/2020
F6A945,earnings,100,50,1/6/2020
F6E248,partnership,100,61,1/6/2020
FAAFA2,conference-participant,100,50,1/6/2020
FC01C0,conference-participant,100,50,1/6/2020
FC1B7B,conference-call,100,50,1/6/2020
FC9A88,earnings,100,50,1/6/2020
FD0CA4,conference-call,100,50,1/6/2020
FD4588,acquisition-acquirer,100,49,1/6/2020
FDD3FC,conference-participant,100,50,1/6/2020
FEC475,executive-appointment,100,54,1/6/2020
FEE4B0,earnings,100,50,1/6/2020
9397,earnings,100,50,1/7/2020
00E601,earnings,100,50,1/7/2020
13528,partnership,100,61,1/7/2020
0157B1,partnership,100,61,1/7/2020
048B70,conference-call,100,50,1/7/2020
0624BE,conference-participant,100,50,1/7/2020
95294,executive-appointment,100,54,1/7/2020
0986B5,merger-completed,100,66,1/7/2020
0A9D0A,legal-verdict-disfavored,100,22,1/7/2020
0BC853,earnings,100,50,1/7/2020
0CE204,legal-issues-defendant,100,22,1/7/2020
0FC848,conference-participant,100,50,1/7/2020
12DE76,conference-organizer,100,57,1/7/2020
12F98C,product-release,100,64,1/7/2020
133644,executive-appointment,100,54,1/7/2020
14BA06,earnings,100,50,1/7/2020
15A388,business-contract,100,69,1/7/2020
15B10D,conference-participant,100,50,1/7/2020
17EDA5,partnership,100,61,1/7/2020
182BE7,conference-participant,100,50,1/7/2020
188394,conference-call,100,50,1/7/2020
19BF16,trading-listing,100,61,1/7/2020
1B9535,executive-appointment,100,54,1/7/2020
1CD09C,conference-participant,100,50,1/7/2020
1EBF8D,partnership,100,61,1/7/2020
1EC3E8,executive-appointment,100,54,1/7/2020
1F716B,conference-participant,100,50,1/7/2020
1FAF22,legal-issues-defendant,100,22,1/7/2020
2158DF,partnership,100,61,1/7/2020
2158DF,partnership,100,61,1/7/2020
223552,conference-participant,100,50,1/7/2020
228D42,partnership,100,61,1/7/2020
228D42,partnership,100,61,1/7/2020
22C58E,patent-infringement-plaintiff,100,47,1/7/2020
25A6CC,legal-issues-defendant,100,22,1/7/2020
25A6CC,legal-issues-defendant,100,22,1/7/2020
26D8ED,executive-resignation,100,44,1/7/2020
